seq,currentDate,ExpDate,StrikePrice,Ticker,Type,Last,IV,StockPrice,T,ImpliedVolatility,Difference
486,2/17/17,4/21/17,875,GOOGL,Put,38.03,0.15323,846.549988,0.1724846,0.150086002,0.003143998
487,2/17/17,2/24/17,139,FB,Call,0.04,0.15341,133.529999,0.019164956,0.158482008,-0.005072008
488,2/17/17,3/10/17,112,TLT,Put,0.03,0.15343,120.32,0.057494867,0.146201869,0.007228131
489,2/17/17,4/21/17,865,GOOG,Call,7,0.15345,828.070007,0.1724846,0.143600507,0.009849493
490,2/17/17,3/3/17,73,CMCSA,Put,0.15,0.15346,75.32,0.038329911,0.147554695,0.005905305
491,2/17/17,2/24/17,847.5,AMZN,Put,8.01,0.15352,845.070007,0.019164956,0.144874648,0.008645352
492,2/17/17,3/3/17,128,TLT,Call,0.02,0.15354,120.32,0.038329911,0.146505615,0.007034385
493,2/17/17,2/24/17,792.5,GOOG,Put,0.16,0.15368,828.070007,0.019164956,0.160330329,-0.006650329
494,2/17/17,3/10/17,37,INTC,Put,0.84,0.15368,36.48,0.057494867,0.155979996,-0.002299996
495,2/17/17,7/21/17,695,ISRG,Call,47.52,0.15376,724.659973,0.421629021,0.159999825,-0.006239825
496,2/17/17,3/3/17,850,AMZN,Call,7.5,0.15382,845.070007,0.038329911,0.146517159,0.007302841
497,2/17/17,7/21/17,175,COST,Put,6.8,0.15382,175.860001,0.421629021,0.163041612,-0.009221612
498,2/17/17,3/24/17,32,CSCO,Put,0.1,0.1539,33.740002,0.095824778,0.152555184,0.001344816
499,2/17/17,3/3/17,132,AAPL,Call,4.15,0.15411,135.720001,0.038329911,0.156914292,-0.002804292
500,2/17/17,4/21/17,840,GOOGL,Call,25,0.15419,846.549988,0.1724846,0.151569024,0.002620976
501,2/17/17,7/21/17,80,CMCSA,Call,1.48,0.15426,75.32,0.421629021,0.161832202,-0.007572202
502,2/17/17,3/3/17,862.5,AMZN,Call,4.02,0.15428,845.070007,0.038329911,0.156943709,-0.002663709
503,2/17/17,4/21/17,840,GOOGL,Put,18.2,0.1546,846.549988,0.1724846,0.154996915,-0.000396915
504,2/17/17,3/10/17,136,FB,Put,3.52,0.15467,133.529999,0.057494867,0.16159893,-0.00692893
505,2/17/17,3/10/17,130,AAPL,Call,6.02,0.15468,135.720001,0.057494867,0.149593622,0.005086378
506,2/17/17,3/24/17,140,AAPL,Call,1.08,0.15468,135.720001,0.095824778,0.157200221,-0.002520221
507,2/17/17,3/10/17,72.5,CMCSA,Put,0.22,0.15477,75.32,0.057494867,0.156408471,-0.001638471
508,2/17/17,3/3/17,835,AMZN,Put,6.17,0.15496,845.070007,0.038329911,0.160085956,-0.005125956
509,2/17/17,3/24/17,855,GOOGL,Put,20.7,0.15499,846.549988,0.095824778,0.15582612,-0.00083612
510,2/17/17,7/21/17,110,INTU,Call,11.45,0.15501,119.860001,0.421629021,0.161958813,-0.006948813
511,2/17/17,2/24/17,133,FB,Put,0.83,0.15526,133.529999,0.019164956,0.146711951,0.008548049
512,2/17/17,3/10/17,133,FB,Call,2.27,0.15528,133.529999,0.057494867,0.154791513,0.000488487
513,2/17/17,3/10/17,795,GOOG,Put,1.71,0.15533,828.070007,0.057494867,0.146625876,0.008704124
514,2/17/17,3/24/17,800,GOOG,Put,4.8,0.15533,828.070007,0.095824778,0.148283804,0.007046196
515,2/17/17,3/17/17,815,GOOGL,Put,3.41,0.15533,846.549988,0.076659822,0.151575611,0.003754389
516,2/17/17,4/21/17,920,GOOGL,Call,2.2,0.15533,846.549988,0.1724846,0.146867009,0.008462991
517,2/17/17,2/24/17,825,AMZN,Put,1.07,0.15533,845.070007,0.019164956,0.150818665,0.004511335
518,2/17/17,3/3/17,842.5,AMZN,Put,9.25,0.15533,845.070007,0.038329911,0.160248688,-0.004918688
519,2/17/17,3/3/17,134,AAPL,Call,2.61,0.15533,135.720001,0.038329911,0.150662591,0.004667409
520,2/17/17,3/17/17,75,CMCSA,Put,1.08,0.15533,75.32,0.076659822,0.150198935,0.005131065
521,2/17/17,3/3/17,135,FB,Call,0.97,0.15533,133.529999,0.038329911,0.151520565,0.003809435
522,2/17/17,3/10/17,135,FB,Call,1.36,0.15533,133.529999,0.057494867,0.155318112,1.19E-05
523,2/17/17,3/17/17,765,ISRG,Call,1.61,0.15533,724.659973,0.076659822,0.155148198,0.000181802
524,2/17/17,5/19/17,51,MCHI,Call,0.7,0.15534,49.009998,0.249144422,0.14740354,0.00793646
525,2/17/17,3/3/17,134,AAPL,Put,0.96,0.15545,135.720001,0.038329911,0.160607327,-0.005157327
526,2/17/17,2/24/17,700,ISRG,Put,0.4,0.15553,724.659973,0.019164956,0.160368308,-0.004838308
527,2/17/17,6/16/17,910,GOOG,Call,6.2,0.15557,828.070007,0.325804244,0.158240014,-0.002670014
528,2/17/17,3/10/17,130,TLT,Call,0.03,0.15558,120.32,0.057494867,0.153335086,0.002244914
529,2/17/17,3/17/17,700,ISRG,Put,4,0.15569,724.659973,0.076659822,0.162465751,-0.006775751
530,2/17/17,5/19/17,32,CA,Call,1.1,0.15574,32.09,0.249144422,0.162152189,-0.006412189
531,2/17/17,3/17/17,77.5,CMCSA,Put,2.62,0.15581,75.32,0.076659822,0.149876322,0.005933678
532,2/17/17,3/17/17,770,ISRG,Call,1.11,0.15594,724.659973,0.076659822,0.153299131,0.002640869
533,2/17/17,3/3/17,133,AAPL,Call,3.35,0.156,135.720001,0.038329911,0.154453908,0.001546092
534,2/17/17,7/21/17,180,COST,Call,5.77,0.15617,175.860001,0.421629021,0.162993701,-0.006823701
535,2/17/17,4/21/17,825,GOOGL,Call,35,0.15624,846.549988,0.1724846,0.159768703,-0.003528703
536,2/17/17,4/21/17,815,GOOG,Put,15.1,0.15627,828.070007,0.1724846,0.156441166,-0.000171166
537,2/17/17,6/16/17,880,GOOG,Call,12.3,0.1563,828.070007,0.325804244,0.161061375,-0.004761375
538,2/17/17,4/21/17,37,INTC,Call,0.68,0.15633,36.48,0.1724846,0.148454982,0.007875018
539,2/17/17,4/21/17,175,COST,Put,3.88,0.15656,175.860001,0.1724846,0.150326279,0.006233721
540,2/17/17,3/24/17,118.5,TLT,Put,1.59,0.15656,120.32,0.095824778,0.163701935,-0.007141935
541,2/17/17,3/10/17,870,AMZN,Call,3.8,0.15682,845.070007,0.057494867,0.151607259,0.005212741
542,2/17/17,4/21/17,845,GOOG,Put,30.8,0.15688,828.070007,0.1724846,0.156993903,-0.000113903
543,2/17/17,3/17/17,840,AMZN,Call,18.1,0.15691,845.070007,0.076659822,0.163939655,-0.007029655
544,2/17/17,3/24/17,109,TLT,Put,0.03,0.15692,120.32,0.095824778,0.14935726,0.00756274
545,2/17/17,3/24/17,36,INTC,Put,0.49,0.15698,36.48,0.095824778,0.158952393,-0.001972393
546,2/17/17,9/15/17,905,GOOG,Call,15.4,0.15701,828.070007,0.574948665,0.163170724,-0.006160724
547,2/17/17,3/3/17,827.5,AMZN,Put,4.2,0.15707,845.070007,0.038329911,0.165900444,-0.008830444
548,2/17/17,3/10/17,134,AAPL,Put,1.35,0.15711,135.720001,0.057494867,0.163897928,-0.006787928
549,2/17/17,3/10/17,73,CMCSA,Put,0.28,0.15718,75.32,0.057494867,0.15024231,0.00693769
550,2/17/17,3/17/17,32,CSCO,Put,0.07,0.15721,33.740002,0.076659822,0.153555934,0.003654066
551,2/17/17,3/24/17,712.5,ISRG,Put,8.7,0.15735,724.659973,0.095824778,0.158679454,-0.001329454
552,2/17/17,3/3/17,852.5,AMZN,Call,7.3,0.15739,845.070007,0.038329911,0.158965676,-0.001575676
553,2/17/17,3/3/17,78,CMCSA,Call,0.15,0.15741,75.32,0.038329911,0.156395878,0.001014122
554,2/17/17,3/24/17,140,FB,Call,0.7,0.15741,133.529999,0.095824778,0.166842278,-0.009432278
555,2/17/17,3/17/17,785,GOOG,Put,1.75,0.15743,828.070007,0.076659822,0.15532574,0.00210426
556,2/17/17,3/10/17,847.5,AMZN,Put,13.75,0.15749,845.070007,0.057494867,0.156004196,0.001485804
557,2/17/17,3/10/17,890,GOOG,Call,0.35,0.15795,828.070007,0.057494867,0.157030656,0.000919344
558,2/17/17,9/15/17,925,GOOGL,Call,15.67,0.15819,846.549988,0.574948665,0.162608768,-0.004418768
559,2/17/17,3/17/17,720,ISRG,Put,10.5,0.15845,724.659973,0.076659822,0.160685455,-0.002235455
560,2/17/17,3/17/17,860,GOOGL,Put,22.1,0.15849,846.549988,0.076659822,0.1550807,0.0034093
561,2/17/17,6/16/17,113,TLT,Put,1.34,0.15856,120.32,0.325804244,0.151849018,0.006710982
562,2/17/17,4/21/17,175,COST,Call,5.13,0.15858,175.860001,0.1724846,0.158594841,-1.48E-05
563,2/17/17,2/24/17,131,FB,Put,0.26,0.15867,133.529999,0.019164956,0.149366313,0.009303687
564,2/17/17,4/21/17,810,GOOGL,Put,9.01,0.15885,846.549988,0.1724846,0.167676864,-0.008826864
565,2/17/17,9/15/17,15,ISBC,Call,0.7,0.15886,14.9,0.574948665,0.161336254,-0.002476254
566,2/17/17,2/24/17,880,AMZN,Call,0.25,0.15888,845.070007,0.019164956,0.15927759,-0.00039759
567,2/17/17,3/17/17,40,HOLX,Call,0.75,0.15888,40,0.076659822,0.168055965,-0.009175965
568,2/17/17,3/17/17,835,AMZN,Call,21.26,0.15898,845.070007,0.076659822,0.167253495,-0.008273495
569,2/17/17,3/17/17,35,CSCO,Put,1.4,0.15904,33.740002,0.076659822,0.151175202,0.007864798
570,2/17/17,6/16/17,905,GOOG,Call,7.18,0.15907,828.070007,0.325804244,0.160145735,-0.001075735
571,2/17/17,3/17/17,36,INTC,Put,0.41,0.15911,36.48,0.076659822,0.15646906,0.00264094
572,2/17/17,3/3/17,137,FB,Put,3.93,0.15912,133.529999,0.038329911,0.158479387,0.000640613
573,2/17/17,8/18/17,34,CA,Call,0.76,0.15913,32.09,0.498288843,0.161441319,-0.002311319
574,2/17/17,3/10/17,136,FB,Call,1.04,0.15913,133.529999,0.057494867,0.157341008,0.001788992
575,2/17/17,8/18/17,60,CBSH,Call,2.4,0.15919,59.119999,0.498288843,0.164250651,-0.005060651
576,2/17/17,3/24/17,860,AMZN,Call,10.96,0.1592,845.070007,0.095824778,0.163961625,-0.004761625
577,2/17/17,3/17/17,860,AMZN,Call,8.85,0.15924,845.070007,0.076659822,0.159717711,-0.000477711
578,2/17/17,4/21/17,36,INTC,Call,1.25,0.15934,36.48,0.1724846,0.162183588,-0.002843588
579,2/17/17,7/21/17,180,COST,Put,9.4,0.15965,175.860001,0.421629021,0.160087367,-0.000437367
580,2/17/17,3/3/17,867.5,GOOG,Call,0.68,0.1597,828.070007,0.038329911,0.153575052,0.006124948
581,2/17/17,3/10/17,133,AAPL,Call,3.7,0.15989,135.720001,0.057494867,0.157957955,0.001932045
582,2/17/17,4/21/17,820,GOOG,Put,18.5,0.16017,828.070007,0.1724846,0.165767205,-0.005597205
583,2/17/17,6/16/17,115,FISV,Call,3.1,0.16021,111.980003,0.325804244,0.169354473,-0.009144473
584,2/17/17,3/10/17,142,AAPL,Call,0.3,0.16022,135.720001,0.057494867,0.157490682,0.002729318
585,2/17/17,3/17/17,7.5,BKCC,Call,0.3,0.16024,7.76,0.076659822,0.151687097,0.008552903
586,2/17/17,3/24/17,108.5,TLT,Put,0.05,0.16028,120.32,0.095824778,0.167603463,-0.007323463
587,2/17/17,3/10/17,35.5,INTC,Put,0.19,0.16037,36.48,0.057494867,0.159434848,0.000935152
588,2/17/17,7/21/17,82.5,CMCSA,Call,1.03,0.16078,75.32,0.421629021,0.169769392,-0.008989392
589,2/17/17,2/24/17,292.5,IBB,Put,1.8,0.16086,294.350006,0.019164956,0.162496491,-0.001636491
590,2/17/17,3/3/17,825,AMZN,Put,3.47,0.16094,845.070007,0.038329911,0.163628363,-0.002688363
591,2/17/17,3/10/17,820,AMZN,Put,4.4,0.16095,845.070007,0.057494867,0.16864139,-0.00769139
592,2/17/17,3/10/17,132,AAPL,Put,0.77,0.16095,135.720001,0.057494867,0.167598536,-0.006648536
593,2/17/17,4/21/17,37,INTC,Put,1.23,0.16095,36.48,0.1724846,0.158856274,0.002093726
594,2/17/17,7/21/17,10,GAIN,Call,0.1,0.16097,9.11,0.421629021,0.157796417,0.003173583
595,2/17/17,6/16/17,180,COST,Put,8.4,0.16115,175.860001,0.325804244,0.155432922,0.005717078
596,2/17/17,3/24/17,135,AAPL,Put,2.33,0.16118,135.720001,0.095824778,0.16182871,-0.00064871
597,2/17/17,3/3/17,820,AMZN,Put,2.63,0.16119,845.070007,0.038329911,0.167694244,-0.006504244
598,2/17/17,3/10/17,900,AMZN,Call,0.91,0.16124,845.070007,0.057494867,0.16822321,-0.00698321
599,2/17/17,3/10/17,138,AAPL,Put,3.5,0.16145,135.720001,0.057494867,0.168144424,-0.006694424
600,2/17/17,3/17/17,32,CA,Put,0.5,0.16149,32.09,0.076659822,0.155318707,0.006171293
601,2/17/17,3/3/17,715,ISRG,Put,5.02,0.16158,724.659973,0.038329911,0.161722656,-0.000142656
602,2/17/17,1/18/19,60,DNKN,Call,3,0.16181,55.009998,1.916495551,0.155274605,0.006535395
603,2/17/17,9/15/17,905,GOOGL,Call,21.9,0.16185,846.549988,0.574948665,0.167799544,-0.005949544
604,2/17/17,6/16/17,895,GOOGL,Call,14.5,0.16191,846.549988,0.325804244,0.165538403,-0.003628403
605,2/17/17,3/17/17,845,AMZN,Put,15.25,0.16197,845.070007,0.076659822,0.165528163,-0.003558163
606,2/17/17,3/3/17,900,AMZN,Call,0.32,0.16202,845.070007,0.038329911,0.168915112,-0.006895112
607,2/17/17,3/3/17,795,GOOG,Put,0.99,0.16214,828.070007,0.038329911,0.154282685,0.007857315
608,2/17/17,3/3/17,700,ISRG,Put,1.53,0.16223,724.659973,0.038329911,0.161111583,0.001118417
609,2/17/17,3/24/17,920,GOOGL,Call,1.1,0.16245,846.549988,0.095824778,0.168332355,-0.005882355
610,2/17/17,2/24/17,45,ATVI,Call,0.58,0.16249,45.330002,0.019164956,0.156470947,0.006019053
611,2/17/17,3/17/17,805,GOOGL,Put,2.22,0.16256,846.549988,0.076659822,0.158412118,0.004147882
612,2/17/17,6/16/17,890,GOOGL,Call,16,0.16256,846.549988,0.325804244,0.166191993,-0.003631993
613,2/17/17,3/17/17,775,GOOG,Put,1.32,0.16259,828.070007,0.076659822,0.169503524,-0.006913524
614,2/17/17,3/10/17,810,AMZN,Call,37.6,0.16261,845.070007,0.057494867,0.163976438,-0.001366438
615,2/17/17,3/24/17,805,GOOGL,Put,3.32,0.16264,846.549988,0.095824778,0.161305297,0.001334703
616,2/17/17,7/21/17,53,QABA,Call,2.5,0.16272,53.360001,0.421629021,0.164039121,-0.001319121
617,2/17/17,4/21/17,790,GOOG,Put,8,0.16275,828.070007,0.1724846,0.165751219,-0.003001219
618,2/17/17,3/10/17,840,AMZN,Call,15.32,0.16275,845.070007,0.057494867,0.154938993,0.007811007
619,2/17/17,2/24/17,125.5,TLT,Call,0.04,0.16287,120.32,0.019164956,0.16803271,-0.00516271
620,2/17/17,4/21/17,170,COST,Call,8.4,0.16294,175.860001,0.1724846,0.168072815,-0.005132815
621,2/17/17,6/16/17,870,GOOGL,Call,22.7,0.16298,846.549988,0.325804244,0.166688253,-0.003708253
622,2/17/17,4/21/17,34,INTC,Call,2.69,0.16306,36.48,0.1724846,0.163405243,-0.000345243
623,2/17/17,3/17/17,825,AMZN,Put,7.52,0.16314,845.070007,0.076659822,0.169682621,-0.006542621
624,2/17/17,2/24/17,45.5,ATVI,Call,0.33,0.16326,45.330002,0.019164956,0.162467193,0.000792807
625,2/17/17,3/3/17,137,AAPL,Call,1.09,0.16326,135.720001,0.038329911,0.154123285,0.009136715
626,2/17/17,3/3/17,140,AAPL,Call,0.36,0.16326,135.720001,0.038329911,0.158478014,0.004781986
627,2/17/17,3/10/17,138,AAPL,Call,1.1,0.16326,135.720001,0.057494867,0.154801143,0.008458857
628,2/17/17,6/16/17,885,GOOG,Call,10.8,0.1633,828.070007,0.325804244,0.158918349,0.004381651
629,2/17/17,3/24/17,139,FB,Call,0.92,0.16338,133.529999,0.095824778,0.168906588,-0.005526588
630,2/17/17,2/24/17,795,GOOG,Put,0.25,0.1634,828.070007,0.019164956,0.162468155,0.000931845
631,2/17/17,3/24/17,73,CMCSA,Call,2.98,0.1635,75.32,0.095824778,0.166181313,-0.002681313
632,2/17/17,2/24/17,822.5,AMZN,Put,0.9,0.16354,845.070007,0.019164956,0.156204135,0.007335865
633,2/17/17,3/10/17,136,AAPL,Put,2.23,0.16354,135.720001,0.057494867,0.162185268,0.001354732
634,2/17/17,6/16/17,850,GOOGL,Call,32,0.16363,846.549988,0.325804244,0.171166173,-0.007536173
635,2/17/17,3/3/17,139,FB,Call,0.19,0.16366,133.529999,0.038329911,0.156856826,0.006803174
636,2/17/17,3/10/17,785,GOOG,Put,1.25,0.16372,828.070007,0.057494867,0.163897586,-0.000177586
637,2/17/17,3/3/17,72.5,CMCSA,Put,0.12,0.16373,75.32,0.038329911,0.158707245,0.005022755
638,2/17/17,3/24/17,142,FB,Call,0.46,0.16379,133.529999,0.095824778,0.172147108,-0.008357108
639,2/17/17,3/17/17,845,AMZN,Call,15.4,0.16399,845.070007,0.076659822,0.162914549,0.001075451
640,2/17/17,3/10/17,122.5,TLT,Put,3.27,0.16405,120.32,0.057494867,0.173881619,-0.009831619
641,2/17/17,4/21/17,835,GOOGL,Put,17.97,0.16408,846.549988,0.1724846,0.16951688,-0.00543688
642,2/17/17,6/16/17,845,GOOG,Call,24.52,0.16422,828.070007,0.325804244,0.166573669,-0.002353669
643,2/17/17,3/3/17,837.5,AMZN,Put,6.92,0.16432,845.070007,0.038329911,0.157204076,0.007115924
644,2/17/17,9/15/17,915,GOOGL,Call,20.2,0.16435,846.549988,0.574948665,0.172285302,-0.007935302
645,2/17/17,3/24/17,71,CMCSA,Put,0.22,0.16435,75.32,0.095824778,0.163994776,0.000355224
646,2/17/17,3/3/17,130,FB,Put,0.53,0.16457,133.529999,0.038329911,0.171732019,-0.007162019
647,2/17/17,1/19/18,125,CME,Call,6.6,0.1646,122.620003,0.919917864,0.15816889,0.00643111
648,2/17/17,3/24/17,162.5,AMGN,Call,11.37,0.1647,173.289993,0.095824778,0.173788301,-0.009088301
649,2/17/17,3/24/17,830,AMZN,Put,11,0.16473,845.070007,0.095824778,0.170874157,-0.006144157
650,2/17/17,3/3/17,705,ISRG,Put,2.5,0.16474,724.659973,0.038329911,0.164863474,-0.000123474
651,2/17/17,3/10/17,131,FB,Call,3.6,0.16508,133.529999,0.057494867,0.163446368,0.001633632
652,2/17/17,9/15/17,825,GOOGL,Call,56.9,0.16516,846.549988,0.574948665,0.17405697,-0.00889697
653,2/17/17,6/16/17,850,GOOG,Call,21.5,0.16519,828.070007,0.325804244,0.160800825,0.004389175
654,2/17/17,9/15/17,105,FISV,Call,9.6,0.16545,111.980003,0.574948665,0.157693494,0.007756506
655,2/17/17,3/24/17,138,FB,Call,1.19,0.16566,133.529999,0.095824778,0.171281012,-0.005621012
656,2/17/17,3/10/17,852.5,AMZN,Call,10.55,0.16577,845.070007,0.057494867,0.170578529,-0.004808529
657,2/17/17,3/24/17,842.5,AMZN,Call,19.58,0.16589,845.070007,0.095824778,0.173322599,-0.007432599
658,2/17/17,3/24/17,840,AMZN,Call,20.73,0.1659,845.070007,0.095824778,0.171717392,-0.005817392
659,2/17/17,6/16/17,170,COST,Put,4.2,0.16597,175.860001,0.325804244,0.173787762,-0.007817762
660,2/17/17,3/10/17,850,AMZN,Put,16,0.16622,845.070007,0.057494867,0.16689796,-0.00067796
661,2/17/17,4/21/17,795,GOOG,Put,9.92,0.16625,828.070007,0.1724846,0.170871906,-0.004621906
662,2/17/17,4/21/17,770,GOOG,Put,4.8,0.16629,828.070007,0.1724846,0.176013429,-0.009723429
663,2/17/17,3/3/17,122,EXPE,Call,0.57,0.16644,119.410004,0.038329911,0.161375928,0.005064072
664,2/17/17,4/21/17,145,AAPL,Put,10.2,0.1665,135.720001,0.1724846,0.176183789,-0.009683789
665,2/17/17,4/21/17,765,ISRG,Call,6.96,0.16657,724.659973,0.1724846,0.171405112,-0.004835112
666,2/17/17,6/16/17,180,COST,Call,4.65,0.16659,175.860001,0.325804244,0.157903109,0.008686891
667,2/17/17,3/10/17,129,AAPL,Call,6.99,0.16662,135.720001,0.057494867,0.163155525,0.003464475
668,2/17/17,4/21/17,865,GOOGL,Put,34.52,0.16666,846.549988,0.1724846,0.174063009,-0.007403009
669,2/17/17,3/17/17,35,INTC,Put,0.18,0.16671,36.48,0.076659822,0.172771612,-0.006061612
670,2/17/17,3/17/17,830,AMZN,Put,9.19,0.16677,845.070007,0.076659822,0.169747799,-0.002977799
671,2/17/17,3/24/17,137,FB,Call,1.42,0.16701,133.529999,0.095824778,0.167627525,-0.000617525
672,2/17/17,3/24/17,142,AAPL,Call,0.66,0.16702,135.720001,0.095824778,0.157729028,0.009290972
673,2/17/17,3/10/17,32,CSCO,Put,0.06,0.16705,33.740002,0.057494867,0.169857635,-0.002807635
674,2/17/17,9/15/17,885,GOOGL,Call,29.9,0.16716,846.549988,0.574948665,0.174614442,-0.007454442
675,2/17/17,3/17/17,865,AMZN,Call,7.21,0.16716,845.070007,0.076659822,0.159073064,0.008086936
676,2/17/17,3/17/17,875,AMZN,Call,4.91,0.16716,845.070007,0.076659822,0.162041873,0.005118127
677,2/17/17,3/17/17,880,AMZN,Call,3.9,0.16716,845.070007,0.076659822,0.161638606,0.005521394
678,2/17/17,3/24/17,855,AMZN,Call,12.65,0.16716,845.070007,0.095824778,0.161880781,0.005279219
679,2/17/17,3/24/17,870,AMZN,Call,8,0.16716,845.070007,0.095824778,0.166345351,0.000814649
680,2/17/17,3/24/17,75,CMCSA,Put,1.31,0.16716,75.32,0.095824778,0.159630387,0.007529613
681,2/17/17,3/10/17,138,FB,Call,0.57,0.16716,133.529999,0.057494867,0.159803339,0.007356661
682,2/17/17,3/3/17,133,FB,Put,1.4,0.16716,133.529999,0.038329911,0.159792685,0.007367315
683,2/17/17,3/3/17,134,FB,Put,1.95,0.16716,133.529999,0.038329911,0.164528451,0.002631549
684,2/17/17,7/21/17,40,INTC,Call,0.49,0.16716,36.48,0.421629021,0.16967324,-0.00251324
685,2/17/17,1/18/19,660,ISRG,Call,102.17,0.16716,724.659973,1.916495551,0.158493897,0.008666103
686,2/17/17,10/20/17,38,INTC,Call,1.5,0.16717,36.48,0.670773443,0.175039902,-0.007869902
687,2/17/17,3/24/17,822.5,GOOGL,Put,7.41,0.16719,846.549988,0.095824778,0.163982405,0.003207595
688,2/17/17,3/10/17,122,TLT,Put,2.85,0.16729,120.32,0.057494867,0.165373907,0.001916093
689,2/17/17,3/24/17,134,FB,Put,2.97,0.1674,133.529999,0.095824778,0.167278582,0.000121418
690,2/17/17,9/15/17,930,GOOGL,Call,16.5,0.16741,846.549988,0.574948665,0.171888543,-0.004478543
691,2/17/17,2/24/17,34,EBAY,Call,0.21,0.16744,33.759998,0.019164956,0.167977423,-0.000537423
692,2/17/17,3/24/17,930,GOOGL,Call,0.5,0.16748,846.549988,0.095824778,0.159986567,0.007493433
693,2/17/17,6/16/17,124,TLT,Put,6.48,0.16748,120.32,0.325804244,0.163053634,0.004426366
694,2/17/17,9/15/17,855,GOOG,Call,33.27,0.16753,828.070007,0.574948665,0.174966159,-0.007436159
695,2/17/17,9/15/17,180,CBRL,Call,4.4,0.16757,168.690002,0.574948665,0.166492973,0.001077027
696,2/17/17,9/15/17,114,TLT,Put,3.3,0.16762,120.32,0.574948665,0.171160476,-0.003540476
697,2/17/17,3/17/17,145,AAPL,Call,0.23,0.16779,135.720001,0.076659822,0.167635794,0.000154206
698,2/17/17,3/3/17,787.5,GOOG,Put,0.68,0.16792,828.070007,0.038329911,0.16584345,0.00207655
699,2/17/17,5/19/17,33,CA,Call,0.76,0.16796,32.09,0.249144422,0.17643509,-0.00847509
700,2/17/17,3/10/17,815,AMZN,Put,3.46,0.16818,845.070007,0.057494867,0.170709631,-0.002529631
701,2/17/17,3/24/17,33.5,EBAY,Call,0.84,0.16818,33.759998,0.095824778,0.166981281,0.001198719
702,2/17/17,3/17/17,17,FLEX,Call,0.1,0.16823,16.440001,0.076659822,0.161760256,0.006469744
703,2/17/17,3/10/17,144,FB,Call,0.09,0.16837,133.529999,0.057494867,0.176954889,-0.008584889
704,2/17/17,4/21/17,34,CSCO,Put,1.04,0.16842,33.740002,0.1724846,0.164054391,0.004365609
705,2/17/17,1/19/18,105,ADP,Call,4.4,0.16844,99.68,0.919917864,0.167518658,0.000921342
706,2/17/17,3/17/17,87.5,ADI,Call,0.18,0.16853,82.480003,0.076659822,0.16441934,0.00411066
707,2/17/17,6/16/17,930,GOOGL,Call,6.55,0.16855,846.549988,0.325804244,0.159637503,0.008912497
708,2/17/17,6/16/17,105,FISV,Call,8.7,0.16855,111.980003,0.325804244,0.169825508,-0.001275508
709,2/17/17,3/17/17,885,AMZN,Call,3.18,0.16856,845.070007,0.076659822,0.163317898,0.005242102
710,2/17/17,3/17/17,30,CDNS,Call,0.65,0.1686,30.200001,0.076659822,0.161754101,0.006845899
711,2/17/17,2/24/17,35,CSCO,Call,0.02,0.16864,33.740002,0.019164956,0.168324421,0.000315579
712,2/17/17,6/16/17,60,CDW,Call,2.45,0.16867,59.990002,0.325804244,0.176324866,-0.007654866
713,2/17/17,3/10/17,830,AMZN,Put,6.82,0.16891,845.070007,0.057494867,0.163212861,0.005697139
714,2/17/17,3/10/17,807.5,AMZN,Put,2.48,0.16907,845.070007,0.057494867,0.176316606,-0.007246606
715,2/17/17,4/21/17,855,AMZN,Put,28.91,0.16915,845.070007,0.1724846,0.170762406,-0.001612406
716,2/17/17,3/17/17,38,INTC,Put,1.71,0.16928,36.48,0.076659822,0.175238692,-0.005958692
717,2/17/17,6/16/17,175,COST,Call,7.11,0.16936,175.860001,0.325804244,0.16344548,0.00591452
718,2/17/17,6/16/17,110,FISV,Call,5.2,0.16943,111.980003,0.325804244,0.15959239,0.00983761
719,2/17/17,3/10/17,182.5,COST,Call,0.69,0.16952,175.860001,0.057494867,0.16643392,0.00308608
720,2/17/17,6/16/17,820,GOOG,Put,27.67,0.16965,828.070007,0.325804244,0.171564333,-0.001914333
721,2/17/17,4/21/17,165,COST,Put,1.3,0.16965,175.860001,0.1724846,0.176687913,-0.007037913
722,2/17/17,6/16/17,810,GOOGL,Call,55,0.16981,846.549988,0.325804244,0.173239931,-0.003429931
723,2/17/17,3/10/17,141,FB,Call,0.21,0.16985,133.529999,0.057494867,0.164378899,0.005471101
724,2/17/17,2/24/17,59.5,CTSH,Call,0.1,0.17,57.959999,0.019164956,0.173978545,-0.003978545
725,2/17/17,4/21/17,130,AAPL,Put,1.52,0.17011,135.720001,0.1724846,0.169746335,0.000363665
726,2/17/17,3/3/17,135,FB,Put,2.62,0.17011,133.529999,0.038329911,0.172324923,-0.002214923
727,2/17/17,3/3/17,140,FB,Call,0.13,0.17012,133.529999,0.038329911,0.161651419,0.008468581
728,2/17/17,3/17/17,710,ISRG,Put,7,0.17017,724.659973,0.076659822,0.165866722,0.004303278
729,2/17/17,3/24/17,145,AAPL,Call,0.32,0.17028,135.720001,0.095824778,0.162835154,0.007444846
730,2/17/17,6/16/17,820,GOOGL,Call,49.2,0.17044,846.549988,0.325804244,0.176377864,-0.005937864
731,2/17/17,3/3/17,34,EBAY,Call,0.36,0.17057,33.759998,0.038329911,0.176692811,-0.006122811
732,2/17/17,3/3/17,132,FB,Put,1.05,0.17067,133.529999,0.038329911,0.165578223,0.005091777
733,2/17/17,6/16/17,815,GOOGL,Put,20.02,0.17075,846.549988,0.325804244,0.179738921,-0.008988921
