,cDate,ExpDate,StrikePrice,Ticker,Type,Last,IV,StockPrice,T,ImpliedVolatility,Difference
16446,2016-11-15,2016-12-16,69.0,GILD,Put,0.4,0.29817,76.349998,0.08487337440109514,0.30383590397832544,-0.005665903978325448
16448,2016-11-15,2016-12-16,70.0,GILD,Put,0.49,0.29688000000000003,76.349998,0.08487337440109514,0.29142939056328127,0.005450609436718767
16474,2016-11-15,2016-12-23,70.5,GILD,Put,1.0,0.33087,76.349998,0.10403832991101986,0.3276679067494124,0.003202093250587623
16492,2016-11-15,2016-12-30,65.0,GILD,Put,0.29,0.32271,76.349998,0.12320328542094455,0.3266827444167584,-0.003972744416758378
16493,2016-11-15,2016-12-30,67.5,GILD,Put,0.36,0.28099,76.349998,0.12320328542094455,0.2823509120935351,-0.0013609120935350605
16573,2016-11-15,2017-01-06,69.5,GILD,Put,0.99,0.30328,76.349998,0.14236824093086928,0.3080430435511526,-0.00476304355115259
16575,2016-11-15,2017-01-06,70.5,GILD,Put,1.33,0.31211,76.349998,0.14236824093086928,0.31908287717669825,-0.006972877176698256
16607,2016-11-15,2017-01-20,65.0,GILD,Put,0.53,0.32519000000000003,76.349998,0.1806981519507187,0.31693522112618755,0.008254778873812485
16639,2016-11-15,2017-05-19,67.5,GILD,Put,3.6,0.36439,76.349998,0.5065023956194388,0.3560354779619965,0.008354522038003465
16651,2016-11-15,2017-06-16,67.5,GILD,Put,4.35,0.36874,76.349998,0.5831622176591376,0.3709957551473062,-0.002255755147306193
16662,2016-11-15,2018-01-19,65.0,GILD,Put,6.35,0.37133,76.349998,1.1772758384668036,0.37231875721772756,-0.000988757217727565
16676,2016-11-15,2019-01-18,70.0,GILD,Put,12.0,0.36473,76.349998,2.1738535249828885,0.3616365907510053,0.003093409248994705
16678,2016-11-15,2019-01-18,75.0,GILD,Put,14.4,0.34494,76.349998,2.1738535249828885,0.35308070822793614,-0.008140708227936111
16679,2016-11-15,2019-01-18,77.5,GILD,Put,16.1,0.35996,76.349998,2.1738535249828885,0.3584187151136584,0.0015412848863415873
16719,2016-11-15,2017-06-16,15.0,GBT,Call,7.48,0.96478,19.5,0.5831622176591376,0.9549934943061096,0.00978650569389039
16730,2016-11-15,2016-12-16,22.0,SOCL,Put,0.85,0.4647,22.77,0.08487337440109514,0.4615783078043032,0.0031216921956968013
16733,2016-11-15,2017-03-17,23.0,SOCL,Call,1.1,0.23611,22.77,0.33401779603011633,0.2265183858253304,0.009591614174669583
16759,2016-11-15,2016-12-23,10.0,GOGO,Call,0.4,0.62632,9.09,0.10403832991101986,0.6279988133610468,-0.0016788133610468048
16780,2016-11-15,2017-02-17,10.0,GOGO,Call,0.7,0.57088,9.09,0.25735797399041754,0.5671793357032593,0.0037006642967407632
16785,2016-11-15,2017-05-19,9.0,GOGO,Put,1.65,0.66261,9.09,0.5065023956194388,0.6714045473927408,-0.00879454739274077
16792,2016-11-15,2016-12-16,25.0,GLNG,Put,1.45,0.54643,25.309998999999998,0.08487337440109514,0.5497600515809618,-0.0033300515809617792
16903,2016-11-15,2017-03-17,20.0,GOV,Put,1.9,0.24469000000000002,18.6,0.33401779603011633,0.24370508916035855,0.000984910839641473
16917,2016-11-15,2017-03-17,60.0,LOPE,Call,3.13,0.37196999999999997,55.82,0.33401779603011633,0.3683125279349051,0.003657472065094869
16918,2016-11-15,2017-03-17,65.0,LOPE,Call,2.15,0.39545,55.82,0.33401779603011633,0.4001022922602724,-0.0046522922602723615
16921,2016-11-15,2017-06-16,55.0,LOPE,Call,7.2,0.40765,55.82,0.5831622176591376,0.39893518849567133,0.008714811504328679
16923,2016-11-15,2017-06-16,55.0,LOPE,Put,4.7,0.31182,55.82,0.5831622176591376,0.3077377173030991,0.004082282696900863
16939,2016-11-15,2016-12-16,28.0,GPRE,Call,0.35,0.49595,24.450001,0.08487337440109514,0.4933795522811133,0.0025704477188867036
16965,2016-11-15,2017-03-17,25.0,GPRE,Put,2.75,0.4324,24.450001,0.33401779603011633,0.43791412310383837,-0.005514123103838364
16997,2016-11-15,2017-07-21,4.0,GRPN,Call,0.74,0.55955,4.02,0.6789869952087612,0.5542560861067622,0.005293913893237745
17000,2016-11-15,2018-01-19,4.0,GRPN,Put,0.99,0.60133,4.02,1.1772758384668036,0.5946609999955408,0.006669000004459247
17010,2016-11-15,2017-01-20,5.0,GSVC,Call,0.3,0.4427,4.85,0.1806981519507187,0.4417044886940866,0.0009955113059133547
17024,2016-11-15,2017-01-20,2.5,GURE,Call,0.15,0.62869,2.25,0.1806981519507187,0.6358080115023776,-0.007118011502377675
17027,2016-11-15,2017-04-21,2.5,GURE,Put,0.5,0.5945699999999999,2.25,0.42984257357973993,0.5919783784338515,0.00259162156614845
17167,2016-11-15,2016-12-16,88.0,HAS,Call,0.75,0.16923,85.43,0.08487337440109514,0.17164995464554617,-0.002419954645546174
17169,2016-11-15,2016-12-16,89.0,HAS,Call,0.65,0.18220999999999998,85.43,0.08487337440109514,0.18963803660881334,-0.00742803660881336
17178,2016-11-15,2016-12-23,88.0,HAS,Call,0.96,0.16874,85.43,0.10403832991101986,0.17665177692833917,-0.007911776928339165
17228,2016-11-15,2016-12-30,88.0,HAS,Put,4.07,0.2141,85.43,0.12320328542094455,0.21609446390357429,-0.001994463903574273
17242,2016-11-15,2017-01-20,92.5,HAS,Call,0.45,0.16266,85.43,0.1806981519507187,0.16985965754429438,-0.0071996575442943855
17258,2016-11-15,2017-04-21,90.0,HAS,Call,2.6,0.19241,85.43,0.42984257357973993,0.19435710790276156,-0.0019471079027615634
17259,2016-11-15,2017-04-21,92.5,HAS,Call,2.49,0.22153,85.43,0.42984257357973993,0.22499502978462355,-0.003465029784623541
17266,2016-11-15,2017-07-21,90.0,HAS,Call,3.3,0.18717,85.43,0.6789869952087612,0.17925863990967722,0.007911360090322783
17279,2016-11-15,2018-01-19,82.5,HAS,Put,10.0,0.32004,85.43,1.1772758384668036,0.32252345998131293,-0.002483459981312941
17371,2016-11-15,2016-11-24,120.0,AAPL,Call,0.02,0.312506875,107.110001,0.024640657084188913,0.3134417179535385,-0.0009348429535384617
17372,2016-11-15,2016-11-24,121.0,AAPL,Call,0.01,0.3007882421875,107.110001,0.024640657084188913,0.3067077980813347,-0.005919555893834694
17374,2016-11-15,2016-11-24,123.0,AAPL,Call,0.01,0.335944140625,107.110001,0.024640657084188913,0.34283067019714597,-0.006886529572145972
17377,2016-11-15,2016-11-24,126.0,AAPL,Call,0.02,0.42188078125,107.110001,0.024640657084188913,0.4273995388211924,-0.005518757571192412
17383,2016-11-15,2016-11-24,132.0,AAPL,Call,0.01,0.5039112109375,107.110001,0.024640657084188913,0.49401818549085963,0.009893025446640391
17388,2016-11-15,2016-12-01,99.0,AAPL,Call,8.5,0.3086006640625,107.110001,0.04380561259411362,0.3115708989935238,-0.0029702349310238296
17392,2016-11-15,2016-12-01,103.0,AAPL,Call,4.9,0.25196060546875,107.110001,0.04380561259411362,0.2573909021884911,-0.005430296719741101
17401,2016-11-15,2016-12-01,112.0,AAPL,Call,0.41,0.2065509033203125,107.110001,0.04380561259411362,0.21310098491085322,-0.006550081590540713
17404,2016-11-15,2016-12-01,115.0,AAPL,Call,0.15,0.2153398779296875,107.110001,0.04380561259411362,0.22449283635069245,-0.009152958421004942
17405,2016-11-15,2016-12-01,116.0,AAPL,Call,0.1,0.22461712890625,107.110001,0.04380561259411362,0.22558445409231448,-0.0009673251860644883
17406,2016-11-15,2016-12-01,117.0,AAPL,Call,0.09,0.235359208984375,107.110001,0.04380561259411362,0.23997341682843493,-0.004614207844059914
17407,2016-11-15,2016-12-01,118.0,AAPL,Call,0.07,0.24414818359375,107.110001,0.04380561259411362,0.24723038332013042,-0.003082199726380408
17408,2016-11-15,2016-12-01,119.0,AAPL,Call,0.05,0.2500075,107.110001,0.04380561259411362,0.25069442031963357,-0.0006869203196335771
17409,2016-11-15,2016-12-01,120.0,AAPL,Call,0.05,0.25977302734375,107.110001,0.04380561259411362,0.2672815258119963,-0.007508498468246305
17411,2016-11-15,2016-12-01,122.0,AAPL,Call,0.04,0.2832102929687499,107.110001,0.04380561259411362,0.2899610604072232,-0.006750767438473304
17413,2016-11-15,2016-12-01,124.0,AAPL,Call,0.03,0.312506875,107.110001,0.04380561259411362,0.30821275147900545,0.004294123520994564
17414,2016-11-15,2016-12-01,125.0,AAPL,Call,0.04,0.32617861328125,107.110001,0.04380561259411362,0.3354097968986034,-0.009231183617353422
17416,2016-11-15,2016-12-01,127.0,AAPL,Call,0.02,0.3437565625,107.110001,0.04380561259411362,0.3339371240144837,0.009819438485516252
17419,2016-11-15,2016-12-01,130.0,AAPL,Call,0.02,0.382818671875,107.110001,0.04380561259411362,0.373564085093677,0.009254586781323015
17429,2016-11-15,2016-12-08,105.0,AAPL,Call,3.75,0.2309647216796875,107.110001,0.06297056810403832,0.23890964985184932,-0.007944928172161803
17430,2016-11-15,2016-12-08,106.0,AAPL,Call,2.97,0.2252274743652344,107.110001,0.06297056810403832,0.22076498986280152,0.00446248450243289
17431,2016-11-15,2016-12-08,107.0,AAPL,Call,2.48,0.2187578125,107.110001,0.06297056810403832,0.22469939613074624,-0.005941583630746233
17437,2016-11-15,2016-12-08,113.0,AAPL,Call,0.5,0.2072833178710937,107.110001,0.06297056810403832,0.21391921305621603,-0.006635895185122337
17438,2016-11-15,2016-12-08,114.0,AAPL,Call,0.36,0.209968837890625,107.110001,0.06297056810403832,0.21317861384886877,-0.00320977595824376
17439,2016-11-15,2016-12-08,115.0,AAPL,Call,0.29,0.2116778051757812,107.110001,0.06297056810403832,0.22003360405506195,-0.008355798879280757
17440,2016-11-15,2016-12-08,116.0,AAPL,Call,0.21,0.21680470703125,107.110001,0.06297056810403832,0.22073977212130652,-0.003935065090056533
17441,2016-11-15,2016-12-08,117.0,AAPL,Call,0.16,0.221687470703125,107.110001,0.06297056810403832,0.22446577051596345,-0.0027782998128384473
17442,2016-11-15,2016-12-08,118.0,AAPL,Call,0.11,0.225593681640625,107.110001,0.06297056810403832,0.2236835420626458,0.0019101395779791974
17443,2016-11-15,2016-12-08,119.0,AAPL,Call,0.09,0.233406103515625,107.110001,0.06297056810403832,0.23057526988850535,0.002830833627119639
17444,2016-11-15,2016-12-08,120.0,AAPL,Call,0.09,0.24024197265625,107.110001,0.06297056810403832,0.24541506390960516,-0.005173091253355161
17446,2016-11-15,2016-12-08,122.0,AAPL,Call,0.06,0.257819921875,107.110001,0.06297056810403832,0.2567727144196406,0.0010472074553594113
17447,2016-11-15,2016-12-08,123.0,AAPL,Call,0.05,0.26563234375,107.110001,0.06297056810403832,0.2628660677146409,0.0027662760353591165
17448,2016-11-15,2016-12-08,124.0,AAPL,Call,0.07,0.2851633984374999,107.110001,0.06297056810403832,0.29019971691013874,-0.005036318472638857
17449,2016-11-15,2016-12-08,125.0,AAPL,Call,0.05,0.2978585839843749,107.110001,0.06297056810403832,0.28854952171968856,0.009309062264686363
17453,2016-11-15,2016-12-08,130.0,AAPL,Call,0.03,0.32617861328125,107.110001,0.06297056810403832,0.3270185135625079,-0.0008399002812579104
17466,2016-11-15,2016-12-15,100.0,AAPL,Call,7.97,0.2751537329101562,107.110001,0.08213552361396304,0.2705981440522019,0.004555588857954318
17467,2016-11-15,2016-12-15,105.0,AAPL,Call,4.1,0.233406103515625,107.110001,0.08213552361396304,0.2390197558997907,-0.005613652384165696
17468,2016-11-15,2016-12-15,110.0,AAPL,Call,1.53,0.2142412561035156,107.110001,0.08213552361396304,0.21915889861702548,-0.004917642513509873
17469,2016-11-15,2016-12-15,115.0,AAPL,Call,0.45,0.2136309106445313,107.110001,0.08213552361396304,0.21843569244083577,-0.004804781796304475
17470,2016-11-15,2016-12-15,120.0,AAPL,Call,0.15,0.23242955078125,107.110001,0.08213552361396304,0.23623243127076515,-0.003802880489515159
17471,2016-11-15,2016-12-15,125.0,AAPL,Call,0.06,0.262702685546875,107.110001,0.08213552361396304,0.2593814348074384,0.0033212507394365653
17479,2016-11-15,2016-12-15,165.0,AAPL,Call,0.01,0.5195360546875,107.110001,0.08213552361396304,0.5162575364374797,0.0032785182500202348
17480,2016-11-15,2016-12-15,170.0,AAPL,Call,0.01,0.5507857421875001,107.110001,0.08213552361396304,0.5479434585868157,0.002842283600684392
17481,2016-11-15,2016-12-15,175.0,AAPL,Call,0.03,0.64062859375,107.110001,0.08213552361396304,0.642624088723097,-0.001995494973096923
17482,2016-11-15,2016-12-15,180.0,AAPL,Call,0.01,0.6093789062500001,107.110001,0.08213552361396304,0.6079940933705084,0.0013848128794917702
17486,2016-11-15,2016-12-22,100.0,AAPL,Call,8.2,0.2648999291992187,107.110001,0.10130047912388775,0.2679756869474668,-0.0030757577482481424
17488,2016-11-15,2016-12-22,103.0,AAPL,Call,5.8,0.2446364599609375,107.110001,0.10130047912388775,0.24837927245244013,-0.0037428124915026284
17489,2016-11-15,2016-12-22,104.0,AAPL,Call,5.02,0.2369461071777344,107.110001,0.10130047912388775,0.23833451028622316,-0.001388403108488756
17492,2016-11-15,2016-12-22,107.0,AAPL,Call,3.15,0.2252274743652344,107.110001,0.10130047912388775,0.22574806054763125,-0.0005205861823968372
17493,2016-11-15,2016-12-22,108.0,AAPL,Call,2.64,0.2192460888671875,107.110001,0.10130047912388775,0.22266178137215414,-0.0034156925049666498
17497,2016-11-15,2016-12-22,112.0,AAPL,Call,1.23,0.2110674597167969,107.110001,0.10130047912388775,0.21997784140694515,-0.008910381690148239
17499,2016-11-15,2016-12-22,114.0,AAPL,Call,0.77,0.210945390625,107.110001,0.10130047912388775,0.2167213900975194,-0.005775999472519389
17500,2016-11-15,2016-12-22,115.0,AAPL,Call,0.62,0.2108233215332031,107.110001,0.10130047912388775,0.21792929175717385,-0.007105970223970748
17501,2016-11-15,2016-12-22,116.0,AAPL,Call,0.49,0.2121660815429687,107.110001,0.10130047912388775,0.21828208940860444,-0.006116007865635736
17502,2016-11-15,2016-12-22,117.0,AAPL,Call,0.36,0.2146074633789062,107.110001,0.10130047912388775,0.21481605428562128,-0.00020859090671507263
17503,2016-11-15,2016-12-22,118.0,AAPL,Call,0.31,0.2160722924804687,107.110001,0.10130047912388775,0.22102472350525298,-0.004952431024784293
17504,2016-11-15,2016-12-22,119.0,AAPL,Call,0.25,0.2202226416015625,107.110001,0.10130047912388775,0.2234533323644437,-0.003230690762881211
17505,2016-11-15,2016-12-22,120.0,AAPL,Call,0.18,0.2226640234375,107.110001,0.10130047912388775,0.2205925252201278,0.0020714982173722085
17506,2016-11-15,2016-12-22,121.0,AAPL,Call,0.42,0.2778392529296875,107.110001,0.10130047912388775,0.28288270630582796,-0.005043453376140483
17507,2016-11-15,2016-12-22,122.0,AAPL,Call,0.17,0.23438265625,107.110001,0.10130047912388775,0.2427008549420871,-0.008318198692087109
17509,2016-11-15,2016-12-22,124.0,AAPL,Call,0.19,0.2763744238281249,107.110001,0.10130047912388775,0.2723363468976468,0.004038076930478085
17510,2016-11-15,2016-12-22,125.0,AAPL,Call,0.13,0.2617261328125,107.110001,0.10130047912388775,0.2647924789198451,-0.003066346107345075
17511,2016-11-15,2016-12-22,126.0,AAPL,Call,0.09,0.257819921875,107.110001,0.10130047912388775,0.2592979881592337,-0.0014780662842336922
17514,2016-11-15,2016-12-29,102.0,AAPL,Call,6.65,0.2457350817871094,107.110001,0.12046543463381246,0.2397451864817422,0.005989895305367199
17516,2016-11-15,2016-12-29,104.0,AAPL,Call,5.4,0.2360916235351562,107.110001,0.12046543463381246,0.24599991935247184,-0.009908295817315643
17517,2016-11-15,2016-12-29,105.0,AAPL,Call,4.58,0.2326736889648438,107.110001,0.12046543463381246,0.23050275318382868,0.0021709357810151264
17518,2016-11-15,2016-12-29,106.0,AAPL,Call,4.09,0.2297440307617187,107.110001,0.12046543463381246,0.23543090042949283,-0.005686869667774125
17519,2016-11-15,2016-12-29,107.0,AAPL,Call,3.45,0.2271805798339843,107.110001,0.12046543463381246,0.22693467188219169,0.0002459079517926066
17520,2016-11-15,2016-12-29,108.0,AAPL,Call,2.97,0.2190019506835937,107.110001,0.12046543463381246,0.22617254078795762,-0.007170590104363911
17521,2016-11-15,2016-12-29,109.0,AAPL,Call,2.4,0.2163164306640625,107.110001,0.12046543463381246,0.21603950975986758,0.0002769209041949272
17522,2016-11-15,2016-12-29,110.0,AAPL,Call,2.13,0.2136309106445313,107.110001,0.12046543463381246,0.22330588872137108,-0.009674978076839785
17523,2016-11-15,2016-12-29,111.0,AAPL,Call,1.73,0.2120440124511719,107.110001,0.12046543463381246,0.21832974780409226,-0.006285735352920346
17524,2016-11-15,2016-12-29,112.0,AAPL,Call,1.46,0.2115557360839843,107.110001,0.12046543463381246,0.21971050438878686,-0.008154768304802551
17525,2016-11-15,2016-12-29,113.0,AAPL,Call,1.13,0.2094805615234375,107.110001,0.12046543463381246,0.212980906580925,-0.003500345057487503
17526,2016-11-15,2016-12-29,114.0,AAPL,Call,0.85,0.2092364233398437,107.110001,0.12046543463381246,0.20624917429813744,0.0029872490417062747
17527,2016-11-15,2016-12-29,115.0,AAPL,Call,0.78,0.2087481469726562,107.110001,0.12046543463381246,0.21645401611749643,-0.007705869144840227
17528,2016-11-15,2016-12-29,116.0,AAPL,Call,0.61,0.2094805615234375,107.110001,0.12046543463381246,0.2142696640657969,-0.004789102542359397
17529,2016-11-15,2016-12-29,117.0,AAPL,Call,0.46,0.210945390625,107.110001,0.12046543463381246,0.21077042889373937,0.00017496173126063663
17530,2016-11-15,2016-12-29,118.0,AAPL,Call,0.34,0.2124102197265625,107.110001,0.12046543463381246,0.20735005404276402,0.005060165683798468
17531,2016-11-15,2016-12-29,120.0,AAPL,Call,0.25,0.2204667797851562,107.110001,0.12046543463381246,0.2170782797475122,0.0033885000376439878
17532,2016-11-15,2016-12-29,121.0,AAPL,Call,0.32,0.2397536962890625,107.110001,0.12046543463381246,0.24248049761809037,-0.0027268013290278614
17533,2016-11-15,2016-12-29,124.0,AAPL,Call,0.18,0.247077841796875,107.110001,0.12046543463381246,0.24697987850231679,9.796329455821762e-05
17534,2016-11-15,2016-12-29,125.0,AAPL,Call,0.12,0.23438265625,107.110001,0.12046543463381246,0.23930334857141228,-0.00492069232141229
17554,2016-11-15,2017-01-19,90.0,AAPL,Call,17.96,0.3374089697265625,107.110001,0.17796030116358658,0.341640477781767,-0.004231508055204503
17557,2016-11-15,2017-01-19,97.5,AAPL,Call,10.9,0.2700268310546875,107.110001,0.17796030116358658,0.2604683378740456,0.009558493180641892
17559,2016-11-15,2017-01-19,105.0,AAPL,Call,5.3,0.2323074816894531,107.110001,0.17796030116358658,0.230164835738834,0.002142645950619082
17560,2016-11-15,2017-01-19,110.0,AAPL,Call,2.68,0.2150957397460938,107.110001,0.17796030116358658,0.21468550075951592,0.00041023898657788216
17561,2016-11-15,2017-01-19,115.0,AAPL,Call,1.19,0.2077715942382812,107.110001,0.17796030116358658,0.20949601348547825,-0.0017244192471970454
17562,2016-11-15,2017-01-19,120.0,AAPL,Call,0.5,0.2097246997070312,107.110001,0.17796030116358658,0.211881835348323,-0.002157135641291802
17563,2016-11-15,2017-01-19,125.0,AAPL,Call,0.22,0.221687470703125,107.110001,0.17796030116358658,0.22022897690476478,0.0014584937983602164
17564,2016-11-15,2017-01-19,130.0,AAPL,Call,0.14,0.24024197265625,107.110001,0.17796030116358658,0.24288856737257541,-0.0026465947163254178
17565,2016-11-15,2017-01-19,135.0,AAPL,Call,0.08,0.2631909619140625,107.110001,0.17796030116358658,0.25781833821383865,0.005372623700223844
17566,2016-11-15,2017-01-19,140.0,AAPL,Call,0.07,0.282233740234375,107.110001,0.17796030116358658,0.28621815748920293,-0.003984417254827954
17567,2016-11-15,2017-01-19,145.0,AAPL,Call,0.04,0.3007882421875,107.110001,0.17796030116358658,0.2960375046677664,0.004750737519733594
17568,2016-11-15,2017-01-19,150.0,AAPL,Call,0.03,0.3203192968749999,107.110001,0.17796030116358658,0.31395632242492955,0.006362974450070336
17574,2016-11-15,2017-01-19,180.0,AAPL,Call,0.01,0.4062559375,107.110001,0.17796030116358658,0.41271084155596416,-0.006454904055964161
17575,2016-11-15,2017-01-19,185.0,AAPL,Call,0.02,0.45313046875,107.110001,0.17796030116358658,0.46021678928809795,-0.007086320538097934
17576,2016-11-15,2017-01-19,190.0,AAPL,Call,0.02,0.4726615234375,107.110001,0.17796030116358658,0.4799308401561584,-0.007269316718658381
17577,2016-11-15,2017-01-19,195.0,AAPL,Call,0.02,0.4921925781250001,107.110001,0.17796030116358658,0.49902321225090507,-0.006830634125904955
17590,2016-11-15,2017-02-16,97.5,AAPL,Call,11.9,0.2711254528808594,107.110001,0.2546201232032854,0.28099369628762455,-0.009868243406765176
17592,2016-11-15,2017-02-16,105.0,AAPL,Call,6.45,0.2492750854492187,107.110001,0.2546201232032854,0.24632949069200644,0.002945594757212261
17593,2016-11-15,2017-02-16,110.0,AAPL,Call,3.89,0.2385940399169922,107.110001,0.2546201232032854,0.2359066575445477,0.002687382372444508
17594,2016-11-15,2017-02-16,115.0,AAPL,Call,2.15,0.2292557543945313,107.110001,0.2546201232032854,0.22923818462004514,1.7569774486164702e-05
17595,2016-11-15,2017-02-16,120.0,AAPL,Call,1.15,0.227546787109375,107.110001,0.2546201232032854,0.22913033237273434,-0.001583545263359326
17596,2016-11-15,2017-02-16,125.0,AAPL,Call,0.59,0.2303543762207031,107.110001,0.2546201232032854,0.23052076190651954,-0.0001663856858164503
17597,2016-11-15,2017-02-16,130.0,AAPL,Call,0.33,0.2385330053710937,107.110001,0.2546201232032854,0.23844239673053474,9.060864055895901e-05
17598,2016-11-15,2017-02-16,135.0,AAPL,Call,0.18,0.2500075,107.110001,0.2546201232032854,0.2447477190435175,0.005259780956482496
17599,2016-11-15,2017-02-16,140.0,AAPL,Call,0.14,0.262702685546875,107.110001,0.2546201232032854,0.26461631896381826,-0.0019136334169432834
17600,2016-11-15,2017-02-16,145.0,AAPL,Call,0.1,0.2763744238281249,107.110001,0.2546201232032854,0.2787517161777951,-0.0023772923496702125
17601,2016-11-15,2017-02-16,150.0,AAPL,Call,0.08,0.2929758203124999,107.110001,0.2546201232032854,0.29560527509602347,-0.002629454783523555
17618,2016-11-15,2017-03-16,95.0,AAPL,Call,14.39,0.2741771801757812,107.110001,0.33127994524298426,0.2807838805165384,-0.006606700340757221
17620,2016-11-15,2017-03-16,100.0,AAPL,Call,10.43,0.254463021850586,107.110001,0.33127994524298426,0.25776609392778577,-0.0033030720771997646
17621,2016-11-15,2017-03-16,105.0,AAPL,Call,7.0,0.2397536962890625,107.110001,0.33127994524298426,0.2380081333831195,0.001745562905943021
17622,2016-11-15,2017-03-16,110.0,AAPL,Call,4.55,0.2320633435058594,107.110001,0.33127994524298426,0.23321772292547488,-0.0011543794196154922
17623,2016-11-15,2017-03-16,115.0,AAPL,Call,2.67,0.2248612670898437,107.110001,0.33127994524298426,0.22449172240158172,0.0003695446882619746
17624,2016-11-15,2017-03-16,120.0,AAPL,Call,1.5,0.2222367816162109,107.110001,0.33127994524298426,0.22110325975518302,0.0011335218610278863
17625,2016-11-15,2017-03-16,125.0,AAPL,Call,0.87,0.2229081616210937,107.110001,0.33127994524298426,0.22469871117209644,-0.0017905495510027458
17626,2016-11-15,2017-03-16,130.0,AAPL,Call,0.45,0.2260819580078125,107.110001,0.33127994524298426,0.22335733832733334,0.0027246196804791567
17627,2016-11-15,2017-03-16,135.0,AAPL,Call,0.28,0.2331619653320313,107.110001,0.33127994524298426,0.23224057273182647,0.0009213926002048234
17628,2016-11-15,2017-03-16,140.0,AAPL,Call,0.16,0.2426833544921875,107.110001,0.33127994524298426,0.23672130781051332,0.005962046681674188
17629,2016-11-15,2017-03-16,145.0,AAPL,Call,0.13,0.2553785400390626,107.110001,0.33127994524298426,0.25370866635057704,0.0016698736884855347
17630,2016-11-15,2017-03-16,150.0,AAPL,Call,0.09,0.2695385546875,107.110001,0.33127994524298426,0.2630587947351169,0.006479759952383091
17645,2016-11-15,2017-04-20,105.0,AAPL,Call,7.75,0.2387771435546875,107.110001,0.4271047227926078,0.2361672270490099,0.002609916505677601
17646,2016-11-15,2017-04-20,110.0,AAPL,Call,5.2,0.2315750671386719,107.110001,0.4271047227926078,0.22803554915299268,0.0035395179856792247
17647,2016-11-15,2017-04-20,115.0,AAPL,Call,3.35,0.225044370727539,107.110001,0.4271047227926078,0.22385671407391877,0.0011876566536202227
17648,2016-11-15,2017-04-20,120.0,AAPL,Call,2.07,0.221687470703125,107.110001,0.4271047227926078,0.2213659094559271,0.000321561247197899
17649,2016-11-15,2017-04-20,125.0,AAPL,Call,1.22,0.2208940216064453,107.110001,0.4271047227926078,0.21925250250205958,0.0016415191043857302
17650,2016-11-15,2017-04-20,130.0,AAPL,Call,0.73,0.2219316088867187,107.110001,0.4271047227926078,0.2208738437184375,0.0010577651682812106
17651,2016-11-15,2017-04-20,135.0,AAPL,Call,0.42,0.2248612670898437,107.110001,0.4271047227926078,0.2216216589295082,0.0032396081603355
17652,2016-11-15,2017-04-20,140.0,AAPL,Call,0.26,0.2292557543945313,107.110001,0.4271047227926078,0.22627036996709743,0.0029853844274338737
17653,2016-11-15,2017-04-20,145.0,AAPL,Call,0.18,0.23438265625,107.110001,0.4271047227926078,0.23478459414036573,-0.00040193789036574445
17654,2016-11-15,2017-04-20,150.0,AAPL,Call,0.12,0.2461012890625,107.110001,0.4271047227926078,0.24095372769807094,0.005147561364429065
17655,2016-11-15,2017-04-20,155.0,AAPL,Call,0.09,0.2500075,107.110001,0.4271047227926078,0.2503397192776911,-0.0003322192776911148
17656,2016-11-15,2017-04-20,160.0,AAPL,Call,0.05,0.2548902636718751,107.110001,0.4271047227926078,0.24950537183031068,0.005384891841564432
17657,2016-11-15,2017-04-20,165.0,AAPL,Call,0.04,0.26563234375,107.110001,0.4271047227926078,0.25926412599801646,0.00636821775198354
17658,2016-11-15,2017-04-20,170.0,AAPL,Call,0.05,0.2871165039062499,107.110001,0.4271047227926078,0.281744692401845,0.005371811504404855
17660,2016-11-15,2017-04-20,195.0,AAPL,Call,0.05,0.3515689843749999,107.110001,0.4271047227926078,0.35269950902147773,-0.0011305246464778373
17671,2016-11-15,2017-06-15,82.5,AAPL,Call,31.65,0.5703778314208985,107.110001,0.5804243668720055,0.5742477901367247,-0.0038699587158261828
17676,2016-11-15,2017-06-15,95.0,AAPL,Call,15.58,0.2628247546386719,107.110001,0.5804243668720055,0.25792685621127115,0.0048978984274007376
17678,2016-11-15,2017-06-15,100.0,AAPL,Call,11.9,0.2514723291015625,107.110001,0.5804243668720055,0.24341981588804723,0.008052513213515244
17679,2016-11-15,2017-06-15,105.0,AAPL,Call,8.9,0.2425612854003906,107.110001,0.5804243668720055,0.23744764570437932,0.0051136396960112795
17680,2016-11-15,2017-06-15,110.0,AAPL,Call,6.4,0.235786450805664,107.110001,0.5804243668720055,0.2315005911077615,0.004285859697902489
17681,2016-11-15,2017-06-15,115.0,AAPL,Call,4.46,0.2308426525878906,107.110001,0.5804243668720055,0.22741632790712268,0.0034263246807679226
17682,2016-11-15,2017-06-15,120.0,AAPL,Call,3.0,0.2274247180175781,107.110001,0.5804243668720055,0.22395238855097072,0.003472329466607388
17683,2016-11-15,2017-06-15,125.0,AAPL,Call,2.0,0.2241288525390625,107.110001,0.5804243668720055,0.2231742846925054,0.0009545678465571195
17684,2016-11-15,2017-06-15,130.0,AAPL,Call,1.3,0.2230302307128906,107.110001,0.5804243668720055,0.2225014456053041,0.0005287851075864991
17685,2016-11-15,2017-06-15,135.0,AAPL,Call,0.79,0.2237626452636718,107.110001,0.5804243668720055,0.21947336128505507,0.00428928397861672
