,cDate,ExpDate,StrikePrice,Ticker,Type,Last,IV,StockPrice
4704,2016-11-15,2017-01-20,45.0,ARII,Call,2.9,0.1325,42.91
4705,2016-11-15,2017-01-20,50.0,ARII,Call,0.6,0.09544,42.91
4706,2016-11-15,2017-01-20,45.0,ARII,Put,1.6,0.5340199999999999,42.91
4707,2016-11-15,2017-01-20,50.0,ARII,Put,4.5,0.76871,42.91
4708,2016-11-15,2017-03-17,45.0,ARII,Call,3.9,0.11498,42.91
4709,2016-11-15,2017-03-17,50.0,ARII,Call,1.3,0.09089,42.91
4710,2016-11-15,2017-03-17,45.0,ARII,Put,2.8,0.63957,42.91
4711,2016-11-15,2017-03-17,50.0,ARII,Put,4.84,0.69733,42.91
4712,2016-11-15,2016-12-16,10.0,AMSWA,Call,0.6,0.1325,10.55
4713,2016-11-15,2016-12-16,10.0,AMSWA,Put,0.05,0.6280399999999999,10.55
4714,2016-11-15,2017-01-20,10.0,AMSWA,Call,1.8,0.08281000000000001,10.55
4715,2016-11-15,2017-01-20,10.0,AMSWA,Put,0.4,0.45361999999999997,10.55
4716,2016-11-15,2017-04-21,10.0,AMSWA,Call,0.8,0.14306,10.55
4717,2016-11-15,2017-07-21,10.0,AMSWA,Put,0.6,0.38039,10.55
4718,2016-11-15,2016-12-16,8.0,AMSC,Call,0.4,1.14066,8.04
4719,2016-11-15,2016-12-16,8.0,AMSC,Put,0.5,0.63446,8.04
4720,2016-11-15,2017-01-20,8.0,AMSC,Call,0.71,0.64154,8.04
4721,2016-11-15,2017-01-20,8.0,AMSC,Put,0.72,0.58878,8.04
4722,2016-11-15,2017-04-21,8.0,AMSC,Put,1.16,0.56476,8.04
4723,2016-11-15,2016-12-16,75.0,AMWD,Call,4.42,0.01004,80.599998
4724,2016-11-15,2016-12-16,80.0,AMWD,Call,1.9,0.34236,80.599998
4725,2016-11-15,2016-12-16,85.0,AMWD,Call,0.4,0.48336999999999997,80.599998
4726,2016-11-15,2016-12-16,90.0,AMWD,Call,0.05,0.6479600000000001,80.599998
4727,2016-11-15,2016-12-16,75.0,AMWD,Put,2.25,0.49593999999999994,80.599998
4728,2016-11-15,2016-12-16,80.0,AMWD,Put,5.9,0.57286,80.599998
4729,2016-11-15,2016-12-16,85.0,AMWD,Put,13.5,0.6777,80.599998
4730,2016-11-15,2016-12-16,90.0,AMWD,Put,15.0,0.5714600000000001,80.599998
4731,2016-11-15,2017-01-20,75.0,AMWD,Call,5.9,0.03235,80.599998
4732,2016-11-15,2017-01-20,80.0,AMWD,Call,1.5,0.23471,80.599998
4733,2016-11-15,2017-01-20,85.0,AMWD,Call,1.0,0.20083,80.599998
4734,2016-11-15,2017-01-20,90.0,AMWD,Call,1.3,0.24439,80.599998
4735,2016-11-15,2017-01-20,75.0,AMWD,Put,2.55,0.43182,80.599998
4736,2016-11-15,2017-01-20,80.0,AMWD,Put,4.2,0.43278999999999995,80.599998
4737,2016-11-15,2017-01-20,90.0,AMWD,Put,16.16,0.48436,80.599998
4738,2016-11-15,2017-04-21,85.0,AMWD,Call,3.5,0.27438,80.599998
4739,2016-11-15,2017-07-21,90.0,AMWD,Call,3.0,0.28717,80.599998
4740,2016-11-15,2016-12-16,45.0,CRMT,Call,1.55,0.63754,40.900002
4741,2016-11-15,2016-12-16,45.0,ABCB,Call,1.0,0.15528,42.5
4742,2016-11-15,2017-01-20,45.0,ABCB,Call,2.8,0.13605,42.5
4743,2016-11-15,2017-04-21,45.0,ABCB,Call,2.75,0.17154,42.5
4744,2016-11-15,2017-01-20,60.0,AMSF,Call,0.05,0.07653,62.599998
4745,2016-11-15,2017-04-21,60.0,AMSF,Put,5.0,0.3666,62.599998
4746,2016-11-15,2016-12-02,130.0,AMGN,Call,13.55,0.08281000000000001,147.059998
4747,2016-11-15,2016-12-02,136.0,AMGN,Call,5.92,1.625,147.059998
4748,2016-11-15,2016-12-02,137.0,AMGN,Call,9.8,0.01017,147.059998
4749,2016-11-15,2016-12-02,139.0,AMGN,Call,6.51,1.9209,147.059998
4750,2016-11-15,2016-12-02,140.0,AMGN,Call,3.08,1.97643,147.059998
4751,2016-11-15,2016-12-02,141.0,AMGN,Call,2.85,1.9707,147.059998
4752,2016-11-15,2016-12-02,142.0,AMGN,Call,2.2,1.8707,147.059998
4753,2016-11-15,2016-12-02,143.0,AMGN,Call,1.02,1.62497,147.059998
4754,2016-11-15,2016-12-02,144.0,AMGN,Call,0.15,1.99764,147.059998
4755,2016-11-15,2016-12-09,131.0,AMGN,Call,9.04,0.01264,147.059998
4756,2016-11-15,2016-12-09,135.0,AMGN,Call,5.26,0.42651000000000006,147.059998
4757,2016-11-15,2016-12-09,137.0,AMGN,Call,3.15,0.30671,147.059998
4758,2016-11-15,2016-12-09,138.0,AMGN,Call,2.2,0.25901,147.059998
4759,2016-11-15,2016-12-09,139.0,AMGN,Call,1.76,0.2132,147.059998
4760,2016-11-15,2016-12-09,140.0,AMGN,Call,1.21,0.17633,147.059998
4761,2016-11-15,2016-12-09,141.0,AMGN,Call,0.56,0.17962,147.059998
4762,2016-11-15,2016-12-09,142.0,AMGN,Call,0.16,0.20790999999999998,147.059998
4763,2016-11-15,2016-12-09,143.0,AMGN,Call,0.1,0.2489,147.059998
4764,2016-11-15,2016-12-09,144.0,AMGN,Call,0.05,0.24661,147.059998
4765,2016-11-15,2016-12-09,145.0,AMGN,Call,0.04,0.27331,147.059998
4766,2016-11-15,2016-12-09,146.0,AMGN,Call,0.02,0.32996,147.059998
4767,2016-11-15,2016-12-09,147.0,AMGN,Call,0.02,0.40254,147.059998
4768,2016-11-15,2016-12-09,148.0,AMGN,Call,0.01,0.4623,147.059998
4769,2016-11-15,2016-12-09,149.0,AMGN,Call,0.02,0.52763,147.059998
4770,2016-11-15,2016-12-09,150.0,AMGN,Call,0.01,0.58381,147.059998
4771,2016-11-15,2016-12-09,152.5,AMGN,Call,0.02,0.7761899999999999,147.059998
4772,2016-11-15,2016-12-16,130.0,AMGN,Call,9.7,0.19788,147.059998
4773,2016-11-15,2016-12-16,131.0,AMGN,Call,9.7,0.18663,147.059998
4774,2016-11-15,2016-12-16,134.0,AMGN,Call,6.42,0.17164000000000001,147.059998
4775,2016-11-15,2016-12-16,135.0,AMGN,Call,6.15,0.14007999999999998,147.059998
4776,2016-11-15,2016-12-16,136.0,AMGN,Call,4.6,0.1366,147.059998
4777,2016-11-15,2016-12-16,137.0,AMGN,Call,3.9,0.19130999999999998,147.059998
4778,2016-11-15,2016-12-16,138.0,AMGN,Call,3.35,0.15623,147.059998
4779,2016-11-15,2016-12-16,139.0,AMGN,Call,2.55,0.21871999999999997,147.059998
4780,2016-11-15,2016-12-16,140.0,AMGN,Call,2.36,0.21658000000000002,147.059998
4781,2016-11-15,2016-12-16,141.0,AMGN,Call,1.63,0.21499000000000001,147.059998
4782,2016-11-15,2016-12-16,142.0,AMGN,Call,1.32,0.21864,147.059998
4783,2016-11-15,2016-12-16,143.0,AMGN,Call,0.99,0.21871999999999997,147.059998
4784,2016-11-15,2016-12-16,144.0,AMGN,Call,0.59,0.21866,147.059998
4785,2016-11-15,2016-12-16,145.0,AMGN,Call,0.51,0.2124,147.059998
4786,2016-11-15,2016-12-16,146.0,AMGN,Call,0.3,0.19138,147.059998
4787,2016-11-15,2016-12-16,147.0,AMGN,Call,0.22,0.24996999999999997,147.059998
4788,2016-11-15,2016-12-16,148.0,AMGN,Call,0.14,0.24385,147.059998
4789,2016-11-15,2016-12-16,149.0,AMGN,Call,0.1,0.21784,147.059998
4790,2016-11-15,2016-12-16,150.0,AMGN,Call,0.08,0.24313,147.059998
4791,2016-11-15,2016-12-16,152.5,AMGN,Call,0.03,0.24211,147.059998
4792,2016-11-15,2016-12-23,128.0,AMGN,Call,21.45,0.15045999999999998,147.059998
4793,2016-11-15,2016-12-23,132.0,AMGN,Call,15.11,0.17372,147.059998
4794,2016-11-15,2016-12-23,133.0,AMGN,Call,12.06,0.16372,147.059998
4795,2016-11-15,2016-12-23,134.0,AMGN,Call,6.7,0.13627,147.059998
4796,2016-11-15,2016-12-23,135.0,AMGN,Call,5.8,0.18553,147.059998
4797,2016-11-15,2016-12-23,136.0,AMGN,Call,12.3,0.19085,147.059998
4798,2016-11-15,2016-12-23,138.0,AMGN,Call,13.2,0.21871999999999997,147.059998
4799,2016-11-15,2016-12-23,139.0,AMGN,Call,3.3,0.21503000000000003,147.059998
4800,2016-11-15,2016-12-23,140.0,AMGN,Call,2.53,0.21368,147.059998
4801,2016-11-15,2016-12-23,141.0,AMGN,Call,2.18,0.21291999999999997,147.059998
4802,2016-11-15,2016-12-23,142.0,AMGN,Call,2.0,0.18431,147.059998
4803,2016-11-15,2016-12-23,143.0,AMGN,Call,1.56,0.21871999999999997,147.059998
4804,2016-11-15,2016-12-23,144.0,AMGN,Call,1.12,0.19138,147.059998
4805,2016-11-15,2016-12-23,145.0,AMGN,Call,0.8,0.21499000000000001,147.059998
4806,2016-11-15,2016-12-23,146.0,AMGN,Call,0.63,0.20187,147.059998
4807,2016-11-15,2016-12-23,147.0,AMGN,Call,0.53,0.22551,147.059998
4808,2016-11-15,2016-12-23,148.0,AMGN,Call,0.35,0.21871999999999997,147.059998
4809,2016-11-15,2016-12-23,149.0,AMGN,Call,0.35,0.21871999999999997,147.059998
4810,2016-11-15,2016-12-23,150.0,AMGN,Call,0.25,0.21871999999999997,147.059998
4811,2016-11-15,2016-12-23,152.5,AMGN,Call,0.11,0.21871999999999997,147.059998
4812,2016-11-15,2016-12-30,135.0,AMGN,Call,5.83,0.18675,147.059998
4813,2016-11-15,2016-12-30,136.0,AMGN,Call,6.7,0.19021,147.059998
4814,2016-11-15,2016-12-30,137.0,AMGN,Call,11.14,0.16807,147.059998
4815,2016-11-15,2016-12-30,139.0,AMGN,Call,10.05,0.1833,147.059998
4816,2016-11-15,2016-12-30,140.0,AMGN,Call,2.79,0.19367,147.059998
4817,2016-11-15,2016-12-30,141.0,AMGN,Call,2.58,0.20244,147.059998
4818,2016-11-15,2016-12-30,142.0,AMGN,Call,2.3,0.1914,147.059998
4819,2016-11-15,2016-12-30,143.0,AMGN,Call,1.75,0.17440999999999998,147.059998
4820,2016-11-15,2016-12-30,144.0,AMGN,Call,1.43,0.21871999999999997,147.059998
4821,2016-11-15,2016-12-30,145.0,AMGN,Call,1.24,0.21313000000000001,147.059998
4822,2016-11-15,2016-12-30,146.0,AMGN,Call,1.02,0.20196,147.059998
4823,2016-11-15,2016-12-30,147.0,AMGN,Call,1.02,0.19876,147.059998
4824,2016-11-15,2016-12-30,148.0,AMGN,Call,0.84,0.1798,147.059998
4825,2016-11-15,2016-12-30,149.0,AMGN,Call,0.45,0.21061999999999997,147.059998
4826,2016-11-15,2016-12-30,150.0,AMGN,Call,0.39,0.21765,147.059998
4827,2016-11-15,2016-12-30,152.5,AMGN,Call,0.23,0.21871999999999997,147.059998
4828,2016-11-15,2016-12-02,144.0,AMGN,Put,0.04,1.96885,147.059998
4829,2016-11-15,2016-12-02,148.0,AMGN,Put,2.22,0.5,147.059998
4830,2016-11-15,2016-12-02,150.0,AMGN,Put,6.25,0.5,147.059998
4831,2016-11-15,2016-12-09,127.0,AMGN,Put,0.21,1.22425,147.059998
4832,2016-11-15,2016-12-09,128.0,AMGN,Put,1.8,1.1412799999999999,147.059998
4833,2016-11-15,2016-12-09,129.0,AMGN,Put,0.07,1.08675,147.059998
4834,2016-11-15,2016-12-09,130.0,AMGN,Put,0.08,0.79383,147.059998
4835,2016-11-15,2016-12-09,131.0,AMGN,Put,0.5,0.7197600000000001,147.059998
4836,2016-11-15,2016-12-09,132.0,AMGN,Put,0.32,0.65494,147.059998
4837,2016-11-15,2016-12-09,133.0,AMGN,Put,0.05,0.60258,147.059998
4838,2016-11-15,2016-12-09,134.0,AMGN,Put,0.05,0.5064,147.059998
4839,2016-11-15,2016-12-09,135.0,AMGN,Put,0.05,0.44337,147.059998
4840,2016-11-15,2016-12-09,136.0,AMGN,Put,0.05,0.35422,147.059998
4841,2016-11-15,2016-12-09,137.0,AMGN,Put,0.12,0.33548,147.059998
4842,2016-11-15,2016-12-09,138.0,AMGN,Put,0.24,0.3563,147.059998
4843,2016-11-15,2016-12-09,139.0,AMGN,Put,0.25,0.2807,147.059998
4844,2016-11-15,2016-12-09,140.0,AMGN,Put,0.51,0.33876,147.059998
4845,2016-11-15,2016-12-09,141.0,AMGN,Put,1.02,0.30985,147.059998
4846,2016-11-15,2016-12-09,142.0,AMGN,Put,1.61,0.2934,147.059998
4847,2016-11-15,2016-12-09,143.0,AMGN,Put,2.21,0.29718,147.059998
4848,2016-11-15,2016-12-09,144.0,AMGN,Put,4.07,0.28426999999999997,147.059998
4849,2016-11-15,2016-12-09,145.0,AMGN,Put,5.08,0.875,147.059998
4850,2016-11-15,2016-12-09,146.0,AMGN,Put,6.18,0.875,147.059998
4851,2016-11-15,2016-12-09,147.0,AMGN,Put,7.2,0.875,147.059998
4852,2016-11-15,2016-12-09,148.0,AMGN,Put,4.15,0.875,147.059998
4853,2016-11-15,2016-12-09,149.0,AMGN,Put,9.18,1.05265,147.059998
4854,2016-11-15,2016-12-09,150.0,AMGN,Put,10.4,0.875,147.059998
4855,2016-11-15,2016-12-09,152.5,AMGN,Put,12.64,0.875,147.059998
4856,2016-11-15,2016-12-16,127.0,AMGN,Put,0.06,0.38687,147.059998
4857,2016-11-15,2016-12-16,128.0,AMGN,Put,0.11,0.36944,147.059998
4858,2016-11-15,2016-12-16,129.0,AMGN,Put,0.08,0.34706,147.059998
4859,2016-11-15,2016-12-16,130.0,AMGN,Put,0.14,0.31668,147.059998
4860,2016-11-15,2016-12-16,131.0,AMGN,Put,0.17,0.34976999999999997,147.059998
4861,2016-11-15,2016-12-16,132.0,AMGN,Put,0.23,0.35459,147.059998
4862,2016-11-15,2016-12-16,133.0,AMGN,Put,0.3,0.31179,147.059998
4863,2016-11-15,2016-12-16,134.0,AMGN,Put,0.4,0.2796,147.059998
4864,2016-11-15,2016-12-16,135.0,AMGN,Put,0.44,0.27005,147.059998
4865,2016-11-15,2016-12-16,136.0,AMGN,Put,0.74,0.24844000000000002,147.059998
4866,2016-11-15,2016-12-16,137.0,AMGN,Put,0.87,0.2809,147.059998
4867,2016-11-15,2016-12-16,138.0,AMGN,Put,1.01,0.27391,147.059998
4868,2016-11-15,2016-12-16,139.0,AMGN,Put,1.3,0.28994000000000003,147.059998
4869,2016-11-15,2016-12-16,140.0,AMGN,Put,1.68,0.28121999999999997,147.059998
4870,2016-11-15,2016-12-16,141.0,AMGN,Put,2.12,0.24996999999999997,147.059998
4871,2016-11-15,2016-12-16,142.0,AMGN,Put,2.7,0.28121999999999997,147.059998
4872,2016-11-15,2016-12-16,143.0,AMGN,Put,3.95,0.29802,147.059998
4873,2016-11-15,2016-12-16,144.0,AMGN,Put,4.75,0.28096,147.059998
4874,2016-11-15,2016-12-16,145.0,AMGN,Put,5.49,0.3124,147.059998
4875,2016-11-15,2016-12-16,146.0,AMGN,Put,6.43,0.2617,147.059998
4876,2016-11-15,2016-12-16,147.0,AMGN,Put,3.1,0.33161,147.059998
4877,2016-11-15,2016-12-16,148.0,AMGN,Put,9.2,0.34319,147.059998
4878,2016-11-15,2016-12-16,149.0,AMGN,Put,9.58,0.27651,147.059998
4879,2016-11-15,2016-12-16,150.0,AMGN,Put,9.66,0.3775,147.059998
4880,2016-11-15,2016-12-16,152.5,AMGN,Put,6.45,0.5551699999999999,147.059998
4881,2016-11-15,2016-12-23,127.0,AMGN,Put,0.37,0.31582,147.059998
4882,2016-11-15,2016-12-23,128.0,AMGN,Put,0.36,0.3181,147.059998
4883,2016-11-15,2016-12-23,129.0,AMGN,Put,0.36,0.30729,147.059998
4884,2016-11-15,2016-12-23,130.0,AMGN,Put,0.39,0.34301,147.059998
4885,2016-11-15,2016-12-23,131.0,AMGN,Put,0.42,0.2638,147.059998
4886,2016-11-15,2016-12-23,132.0,AMGN,Put,0.55,0.27664,147.059998
4887,2016-11-15,2016-12-23,133.0,AMGN,Put,0.5,0.27957,147.059998
4888,2016-11-15,2016-12-23,134.0,AMGN,Put,0.76,0.24998,147.059998
4889,2016-11-15,2016-12-23,135.0,AMGN,Put,0.96,0.28081999999999996,147.059998
4890,2016-11-15,2016-12-23,136.0,AMGN,Put,1.2,0.24829,147.059998
4891,2016-11-15,2016-12-23,137.0,AMGN,Put,1.55,0.27788,147.059998
4892,2016-11-15,2016-12-23,138.0,AMGN,Put,1.63,0.26500999999999997,147.059998
4893,2016-11-15,2016-12-23,139.0,AMGN,Put,2.3,0.28121999999999997,147.059998
4894,2016-11-15,2016-12-23,140.0,AMGN,Put,2.49,0.24996999999999997,147.059998
4895,2016-11-15,2016-12-23,141.0,AMGN,Put,3.3,0.21871999999999997,147.059998
4896,2016-11-15,2016-12-23,142.0,AMGN,Put,3.5,0.28121999999999997,147.059998
4897,2016-11-15,2016-12-23,143.0,AMGN,Put,3.95,0.24996999999999997,147.059998
4898,2016-11-15,2016-12-23,144.0,AMGN,Put,2.7,0.28121999999999997,147.059998
4899,2016-11-15,2016-12-23,145.0,AMGN,Put,6.04,0.26109,147.059998
4900,2016-11-15,2016-12-23,146.0,AMGN,Put,6.5,0.25388,147.059998
4901,2016-11-15,2016-12-23,147.0,AMGN,Put,7.65,0.28121999999999997,147.059998
4902,2016-11-15,2016-12-23,148.0,AMGN,Put,4.55,0.26066999999999996,147.059998
4903,2016-11-15,2016-12-23,149.0,AMGN,Put,9.31,0.27134,147.059998
4904,2016-11-15,2016-12-23,150.0,AMGN,Put,9.51,0.30966,147.059998
4905,2016-11-15,2016-12-30,130.0,AMGN,Put,0.64,0.27743,147.059998
4906,2016-11-15,2016-12-30,132.0,AMGN,Put,0.87,0.28021,147.059998
4907,2016-11-15,2016-12-30,133.0,AMGN,Put,0.9,0.28104,147.059998
4908,2016-11-15,2016-12-30,134.0,AMGN,Put,1.21,0.24996999999999997,147.059998
4909,2016-11-15,2016-12-30,135.0,AMGN,Put,1.25,0.28121999999999997,147.059998
4910,2016-11-15,2016-12-30,136.0,AMGN,Put,1.56,0.28121999999999997,147.059998
4911,2016-11-15,2016-12-30,137.0,AMGN,Put,1.38,0.28121999999999997,147.059998
4912,2016-11-15,2016-12-30,138.0,AMGN,Put,2.43,0.28121999999999997,147.059998
4913,2016-11-15,2016-12-30,139.0,AMGN,Put,2.77,0.24996999999999997,147.059998
4914,2016-11-15,2016-12-30,140.0,AMGN,Put,3.1,0.24996999999999997,147.059998
4915,2016-11-15,2016-12-30,141.0,AMGN,Put,3.68,0.24996999999999997,147.059998
4916,2016-11-15,2016-12-30,142.0,AMGN,Put,4.35,0.24996999999999997,147.059998
4917,2016-11-15,2016-12-30,143.0,AMGN,Put,5.16,0.28121999999999997,147.059998
4918,2016-11-15,2016-12-30,144.0,AMGN,Put,5.55,0.24996999999999997,147.059998
4919,2016-11-15,2016-12-30,145.0,AMGN,Put,6.15,0.28121999999999997,147.059998
4920,2016-11-15,2016-12-30,146.0,AMGN,Put,6.26,0.24996999999999997,147.059998
4921,2016-11-15,2016-12-30,147.0,AMGN,Put,4.18,0.24996999999999997,147.059998
4922,2016-11-15,2016-12-30,149.0,AMGN,Put,8.85,0.24996999999999997,147.059998
4923,2016-11-15,2016-12-30,150.0,AMGN,Put,10.58,0.28121999999999997,147.059998
4924,2016-11-15,2017-01-06,133.0,AMGN,Call,7.96,0.14661,147.059998
4925,2016-11-15,2017-01-06,140.0,AMGN,Call,3.74,0.17884,147.059998
4926,2016-11-15,2017-01-06,141.0,AMGN,Call,4.1,0.20219,147.059998
4927,2016-11-15,2017-01-06,142.0,AMGN,Call,2.76,0.1752,147.059998
4928,2016-11-15,2017-01-06,143.0,AMGN,Call,3.2,0.18216,147.059998
4929,2016-11-15,2017-01-06,144.0,AMGN,Call,2.18,0.18988,147.059998
4930,2016-11-15,2017-01-06,145.0,AMGN,Call,3.6,0.18771,147.059998
4931,2016-11-15,2017-01-06,146.0,AMGN,Call,1.37,0.1807,147.059998
4932,2016-11-15,2017-01-06,147.0,AMGN,Call,1.13,0.19241,147.059998
4933,2016-11-15,2017-01-06,148.0,AMGN,Call,0.93,0.20465999999999998,147.059998
4934,2016-11-15,2017-01-06,149.0,AMGN,Call,0.89,0.1754,147.059998
4935,2016-11-15,2017-01-06,150.0,AMGN,Call,0.63,0.1788,147.059998
4936,2016-11-15,2017-01-06,152.5,AMGN,Call,0.34,0.21871999999999997,147.059998
4937,2016-11-15,2017-01-13,139.0,AMGN,Call,5.25,0.20606,147.059998
4938,2016-11-15,2017-01-13,140.0,AMGN,Call,4.75,0.18117,147.059998
4939,2016-11-15,2017-01-13,141.0,AMGN,Call,3.75,0.21215,147.059998
4940,2016-11-15,2017-01-13,142.0,AMGN,Call,3.34,0.18372,147.059998
4941,2016-11-15,2017-01-13,143.0,AMGN,Call,5.8,0.18106,147.059998
4942,2016-11-15,2017-01-13,144.0,AMGN,Call,2.54,0.19028,147.059998
4943,2016-11-15,2017-01-13,145.0,AMGN,Call,2.15,0.21871999999999997,147.059998
4944,2016-11-15,2017-01-13,146.0,AMGN,Call,3.95,0.19135,147.059998
4945,2016-11-15,2017-01-13,148.0,AMGN,Call,1.41,0.21203000000000002,147.059998
4946,2016-11-15,2017-01-13,149.0,AMGN,Call,2.44,0.21081,147.059998
4947,2016-11-15,2017-01-13,150.0,AMGN,Call,0.96,0.18081,147.059998
4948,2016-11-15,2017-01-13,152.5,AMGN,Call,0.61,0.24023000000000003,147.059998
4949,2016-11-15,2017-01-20,130.0,AMGN,Call,11.65,0.16438,147.059998
4950,2016-11-15,2017-01-20,135.0,AMGN,Call,7.85,0.19138,147.059998
4951,2016-11-15,2017-01-20,140.0,AMGN,Call,5.1,0.18308,147.059998
4952,2016-11-15,2017-01-20,145.0,AMGN,Call,2.66,0.21871999999999997,147.059998
4953,2016-11-15,2017-01-20,150.0,AMGN,Call,1.29,0.20521,147.059998
4954,2016-11-15,2017-01-27,140.0,AMGN,Call,5.4,0.19138,147.059998
4955,2016-11-15,2017-01-06,130.0,AMGN,Put,0.91,0.24663000000000002,147.059998
4956,2016-11-15,2017-01-06,131.0,AMGN,Put,1.03,0.27894,147.059998
4957,2016-11-15,2017-01-06,132.0,AMGN,Put,1.19,0.28118000000000004,147.059998
4958,2016-11-15,2017-01-06,133.0,AMGN,Put,1.38,0.24994,147.059998
4959,2016-11-15,2017-01-06,134.0,AMGN,Put,1.64,0.28121999999999997,147.059998
4960,2016-11-15,2017-01-06,135.0,AMGN,Put,1.74,0.24996999999999997,147.059998
4961,2016-11-15,2017-01-06,136.0,AMGN,Put,1.53,0.2463,147.059998
4962,2016-11-15,2017-01-06,137.0,AMGN,Put,2.39,0.27121999999999996,147.059998
4963,2016-11-15,2017-01-06,138.0,AMGN,Put,2.8,0.24996999999999997,147.059998
4964,2016-11-15,2017-01-06,139.0,AMGN,Put,2.9,0.21871999999999997,147.059998
4965,2016-11-15,2017-01-06,140.0,AMGN,Put,3.59,0.24996999999999997,147.059998
4966,2016-11-15,2017-01-06,141.0,AMGN,Put,3.61,0.24996999999999997,147.059998
4967,2016-11-15,2017-01-06,142.0,AMGN,Put,3.65,0.21871999999999997,147.059998
4968,2016-11-15,2017-01-06,143.0,AMGN,Put,3.09,0.22915,147.059998
4969,2016-11-15,2017-01-06,145.0,AMGN,Put,4.3,0.28121999999999997,147.059998
4970,2016-11-15,2017-01-06,146.0,AMGN,Put,4.35,0.25201,147.059998
4971,2016-11-15,2017-01-06,147.0,AMGN,Put,7.65,0.27936,147.059998
4972,2016-11-15,2017-01-06,152.5,AMGN,Put,12.14,0.30554000000000003,147.059998
4973,2016-11-15,2017-01-13,127.0,AMGN,Put,0.85,0.26879000000000003,147.059998
4974,2016-11-15,2017-01-13,128.0,AMGN,Put,0.9,0.28086,147.059998
4975,2016-11-15,2017-01-13,129.0,AMGN,Put,1.06,0.24896,147.059998
4976,2016-11-15,2017-01-13,130.0,AMGN,Put,1.21,0.24898,147.059998
4977,2016-11-15,2017-01-13,131.0,AMGN,Put,1.29,0.24961,147.059998
4978,2016-11-15,2017-01-13,132.0,AMGN,Put,1.6,0.27894,147.059998
4979,2016-11-15,2017-01-13,133.0,AMGN,Put,2.14,0.28021,147.059998
4980,2016-11-15,2017-01-13,134.0,AMGN,Put,1.77,0.24961,147.059998
4981,2016-11-15,2017-01-13,135.0,AMGN,Put,2.45,0.31505,147.059998
4982,2016-11-15,2017-01-13,136.0,AMGN,Put,2.43,0.30498000000000003,147.059998
4983,2016-11-15,2017-01-13,137.0,AMGN,Put,3.0,0.24353000000000002,147.059998
4984,2016-11-15,2017-01-13,138.0,AMGN,Put,3.13,0.24996999999999997,147.059998
4985,2016-11-15,2017-01-13,139.0,AMGN,Put,3.91,0.24996999999999997,147.059998
4986,2016-11-15,2017-01-13,140.0,AMGN,Put,4.19,0.21871999999999997,147.059998
4987,2016-11-15,2017-01-13,141.0,AMGN,Put,3.95,0.21871999999999997,147.059998
4988,2016-11-15,2017-01-13,142.0,AMGN,Put,2.98,0.24996999999999997,147.059998
4989,2016-11-15,2017-01-13,143.0,AMGN,Put,5.2,0.28121999999999997,147.059998
4990,2016-11-15,2017-01-13,144.0,AMGN,Put,3.74,0.24996999999999997,147.059998
4991,2016-11-15,2017-01-13,145.0,AMGN,Put,5.8,0.24991,147.059998
4992,2016-11-15,2017-01-13,146.0,AMGN,Put,5.5,0.24456,147.059998
4993,2016-11-15,2017-01-13,150.0,AMGN,Put,10.11,0.28121999999999997,147.059998
4994,2016-11-15,2017-01-20,130.0,AMGN,Put,1.39,0.28086,147.059998
4995,2016-11-15,2017-01-20,135.0,AMGN,Put,2.65,0.27914,147.059998
4996,2016-11-15,2017-01-20,140.0,AMGN,Put,4.53,0.24996999999999997,147.059998
4997,2016-11-15,2017-01-20,145.0,AMGN,Put,7.3,0.28121999999999997,147.059998
4998,2016-11-15,2017-01-20,150.0,AMGN,Put,10.7,0.24996999999999997,147.059998
4999,2016-11-15,2017-01-27,129.0,AMGN,Put,1.82,0.29985,147.059998
5000,2016-11-15,2017-01-27,132.0,AMGN,Put,2.45,0.31211,147.059998
5001,2016-11-15,2017-01-27,133.0,AMGN,Put,2.74,0.29716,147.059998
5002,2016-11-15,2017-01-27,134.0,AMGN,Put,3.02,0.32325,147.059998
5003,2016-11-15,2017-01-27,135.0,AMGN,Put,3.38,0.30845,147.059998
5004,2016-11-15,2017-01-27,140.0,AMGN,Put,5.25,0.2431,147.059998
5005,2016-11-15,2017-02-17,130.0,AMGN,Call,13.04,0.18265,147.059998
5006,2016-11-15,2017-02-17,135.0,AMGN,Call,9.39,0.21871999999999997,147.059998
5007,2016-11-15,2017-02-17,140.0,AMGN,Call,6.8,0.21811,147.059998
5008,2016-11-15,2017-02-17,145.0,AMGN,Call,4.4,0.24996999999999997,147.059998
5009,2016-11-15,2017-02-17,150.0,AMGN,Call,2.59,0.21871999999999997,147.059998
5010,2016-11-15,2017-02-17,130.0,AMGN,Put,3.2,0.34048,147.059998
5011,2016-11-15,2017-02-17,135.0,AMGN,Put,4.5,0.27455999999999997,147.059998
5012,2016-11-15,2017-02-17,140.0,AMGN,Put,6.95,0.30133000000000004,147.059998
5013,2016-11-15,2017-02-17,145.0,AMGN,Put,9.75,0.33884000000000003,147.059998
5014,2016-11-15,2017-02-17,150.0,AMGN,Put,13.25,0.34635,147.059998
5015,2016-11-15,2017-04-21,130.0,AMGN,Call,14.6,0.2076,147.059998
5016,2016-11-15,2017-04-21,135.0,AMGN,Call,10.94,0.19280999999999998,147.059998
5017,2016-11-15,2017-04-21,140.0,AMGN,Call,8.1,0.21284,147.059998
5018,2016-11-15,2017-04-21,145.0,AMGN,Call,6.26,0.18631,147.059998
