,currentDate,ExpDate,StrikePrice,Ticker,Type,Last,IV,StockPrice,T,ImpliedVolatility,Difference,Var
3990,2017-02-17,2017-07-21,160.0,AMGN,Put,4.9,0.24155,173.28999299999998,0.4216290212183436,0.2395145240322391,0.0020354759677608802,0.008426727252166758
4020,2017-02-17,2019-01-18,175.0,AMGN,Put,29.65,0.31863,173.28999299999998,1.9164955509924708,0.31196027072229726,0.006669729277702763,0.02093252134985018
4036,2017-02-17,2017-06-16,11.0,AMKR,Call,0.59,0.40946,10.05,0.3258042436687201,0.4133142742939465,-0.0038542742939465247,0.009413066707240084
4041,2017-02-17,2017-09-15,10.0,AMKR,Put,1.5,0.51176,10.05,0.5749486652977412,0.5114200289215297,0.0003399710784702803,0.0006643174114238712
4054,2017-02-17,2017-03-17,27.5,AFSI,Put,0.95,0.28541,27.34,0.07665982203969883,0.2884492280915686,-0.003039228091568591,0.010648639121154097
4055,2017-02-17,2017-03-17,30.0,AFSI,Put,2.8,0.29945,27.34,0.07665982203969883,0.2956027638830677,0.0038472361169322733,0.012847674459616876
4072,2017-02-17,2017-03-17,85.0,ADI,Call,0.5,0.15031,82.480003,0.07665982203969883,0.15224649706203797,-0.0019364970620379673,0.012883354813638264
4073,2017-02-17,2017-03-17,87.5,ADI,Call,0.18,0.16852999999999999,82.480003,0.07665982203969883,0.1644193403584229,0.004110659641577086,0.02439126352327233
4075,2017-02-17,2017-03-17,75.0,ADI,Put,0.25,0.26394,82.480003,0.07665982203969883,0.2617312453204884,0.002208754679511593,0.008368396906537822
4077,2017-02-17,2017-03-17,80.0,ADI,Put,1.05,0.23045,82.480003,0.07665982203969883,0.23048165546099544,-3.1655460995455575e-05,0.0001373636840766135
4086,2017-02-17,2017-06-16,75.0,ADI,Put,2.3,0.29832,82.480003,0.3258042436687201,0.29351069668553886,0.004809303314461111,0.01612129027373663
4095,2017-02-17,2017-09-15,75.0,ADI,Put,3.41,0.28456,82.480003,0.5749486652977412,0.2761440005924268,0.008415999407573205,0.029575482877330635
4096,2017-02-17,2017-09-15,77.5,ADI,Put,4.3,0.26521,82.480003,0.5749486652977412,0.2727474707728889,-0.00753747077288891,0.02842076382070401
4107,2017-02-17,2019-01-18,75.0,ADI,Call,9.2,0.08506,82.480003,1.9164955509924708,0.0871293184338426,-0.0020693184338426013,0.024327750221521297
4166,2017-02-17,2017-06-16,45.0,ANIK,Put,1.85,0.33321,48.98,0.3258042436687201,0.32903562192443414,0.0041743780755658655,0.012527769501413119
4170,2017-02-17,2017-03-17,100.0,ANSS,Call,2.4,0.19875,100.269997,0.07665982203969883,0.20280881939355977,-0.004058819393559759,0.02042173279778495
4175,2017-02-17,2017-04-21,105.0,ANSS,Call,1.6,0.2003,100.269997,0.17248459958932238,0.20203122902635676,-0.001731229026356751,0.008643180361241891
4217,2017-02-17,2017-02-24,136.0,AAPL,Call,0.87,0.13276,135.720001,0.019164955509924708,0.1329894543477817,-0.00022945434778171014,0.0017283394680755512
4218,2017-02-17,2017-02-24,137.0,AAPL,Call,0.51,0.13192,135.720001,0.019164955509924708,0.1355584991553515,-0.003638499155351499,0.0275811033607603
4219,2017-02-17,2017-02-24,138.0,AAPL,Call,0.3,0.147,135.720001,0.019164955509924708,0.14203917532647697,0.004960824673523018,0.03374710662260556
4223,2017-02-17,2017-02-24,142.0,AAPL,Call,0.04,0.17922000000000002,135.720001,0.019164955509924708,0.17433821408623235,0.004881785913767672,0.027239068819147817
4224,2017-02-17,2017-02-24,143.0,AAPL,Call,0.03,0.19488,135.720001,0.019164955509924708,0.1875534186643405,0.007326581335659499,0.03759534757624948
4232,2017-02-17,2017-02-24,124.0,AAPL,Put,0.03,0.30884,135.720001,0.019164955509924708,0.3027627880876191,0.00607721191238092,0.019677541485497087
4235,2017-02-17,2017-02-24,127.0,AAPL,Put,0.04,0.24996999999999997,135.720001,0.019164955509924708,0.24311501634919624,0.006854983650803725,0.027423225390261735
4236,2017-02-17,2017-02-24,128.0,AAPL,Put,0.04,0.21871999999999997,135.720001,0.019164955509924708,0.21870677391920376,1.3226080796208128e-05,6.0470376720044484e-05
4237,2017-02-17,2017-02-24,129.0,AAPL,Put,0.06,0.20325,135.720001,0.019164955509924708,0.20859336351304128,-0.005343363513041294,0.02628961138027697
4238,2017-02-17,2017-02-24,130.0,AAPL,Put,0.06,0.19177,135.720001,0.019164955509924708,0.1824048753570273,0.009365124642972705,0.048835191338440345
4240,2017-02-17,2017-02-24,132.0,AAPL,Put,0.14,0.15239,135.720001,0.019164955509924708,0.1578393120299921,-0.005449312029992104,0.035758987006969646
4242,2017-02-17,2017-02-24,134.0,AAPL,Put,0.43,0.13928,135.720001,0.019164955509924708,0.1454137945028158,-0.006133794502815815,0.0440393057353232
4258,2017-02-17,2017-03-03,130.0,AAPL,Call,5.95,0.17202,135.720001,0.038329911019849415,0.17081341495544755,0.001206585044552455,0.007014213722546536
4260,2017-02-17,2017-03-03,132.0,AAPL,Call,4.15,0.15411,135.720001,0.038329911019849415,0.15691429216977756,-0.002804292169777567,0.01819669177715636
4261,2017-02-17,2017-03-03,133.0,AAPL,Call,3.35,0.156,135.720001,0.038329911019849415,0.15445390766107095,0.0015460923389290504,0.009910848326468272
4262,2017-02-17,2017-03-03,134.0,AAPL,Call,2.61,0.15533,135.720001,0.038329911019849415,0.15066259119757056,0.00466740880242944,0.030048340967163075
4268,2017-02-17,2017-03-03,140.0,AAPL,Call,0.36,0.16326,135.720001,0.038329911019849415,0.15847801385618035,0.004781986143819639,0.029290617075950258
4271,2017-02-17,2017-03-03,143.0,AAPL,Call,0.13,0.18024,135.720001,0.038329911019849415,0.1738935519916266,0.006346448008373418,0.03521109636248012
4272,2017-02-17,2017-03-03,144.0,AAPL,Call,0.09,0.1829,135.720001,0.038329911019849415,0.17783565508659452,0.0050643449134054885,0.02768914660145155
4273,2017-02-17,2017-03-03,145.0,AAPL,Call,0.07,0.18436,135.720001,0.038329911019849415,0.18556845328977428,-0.0012084532897742861,0.006554856204026287
4281,2017-02-17,2017-03-10,129.0,AAPL,Call,6.99,0.16662000000000002,135.720001,0.057494866529774126,0.16315552505536213,0.003464474944637891,0.02079267161587979
4282,2017-02-17,2017-03-10,130.0,AAPL,Call,6.02,0.15467999999999998,135.720001,0.057494866529774126,0.14959362187023567,0.005086378129764313,0.032883230732895743
4283,2017-02-17,2017-03-10,131.0,AAPL,Call,5.09,0.14356,135.720001,0.057494866529774126,0.14029328251846795,0.0032667174815320388,0.02275506743892476
4285,2017-02-17,2017-03-10,133.0,AAPL,Call,3.7,0.15989,135.720001,0.057494866529774126,0.15795795542327817,0.0019320445767218308,0.012083586069934522
4286,2017-02-17,2017-03-10,134.0,AAPL,Call,2.87,0.15050999999999998,135.720001,0.057494866529774126,0.14420860322259457,0.006301396777405405,0.041866964171187335
4289,2017-02-17,2017-03-10,137.0,AAPL,Call,1.36,0.14552,135.720001,0.057494866529774126,0.14697553529046478,-0.0014555352904647711,0.010002304085107003
4292,2017-02-17,2017-03-10,140.0,AAPL,Call,0.6,0.15085,135.720001,0.057494866529774126,0.1564670264266329,-0.005617026426632893,0.03723583975228964
4294,2017-02-17,2017-03-10,142.0,AAPL,Call,0.3,0.16022,135.720001,0.057494866529774126,0.1574906815314841,0.002729318468515901,0.017034817554087513
4296,2017-02-17,2017-03-10,144.0,AAPL,Call,0.25,0.18386,135.720001,0.057494866529774126,0.18214650023902573,0.001713499760974263,0.009319589693104879
4297,2017-02-17,2017-03-10,145.0,AAPL,Call,0.14,0.17895999999999998,135.720001,0.057494866529774126,0.17319697893809363,0.005763021061906348,0.0322028445569197
4298,2017-02-17,2017-03-10,146.0,AAPL,Call,0.09,0.18003,135.720001,0.057494866529774126,0.171715807010167,0.008314192989832991,0.04618226401062596
4303,2017-02-17,2017-03-17,145.0,AAPL,Call,0.23,0.16779000000000002,135.720001,0.07665982203969883,0.16763579440058285,0.00015420559941717316,0.0009190392718110324
4310,2017-02-17,2017-03-24,129.0,AAPL,Call,7.2,0.14298,135.720001,0.09582477754962354,0.1500088536804457,-0.007028853680445701,0.04915969842247658
4314,2017-02-17,2017-03-24,133.0,AAPL,Call,4.14,0.15238,135.720001,0.09582477754962354,0.15108630906223347,0.0012936909377665173,0.008489899840966778
4319,2017-02-17,2017-03-24,138.0,AAPL,Call,1.61,0.14627,135.720001,0.09582477754962354,0.15190170030758574,-0.005631700307585724,0.038502087287794654
4321,2017-02-17,2017-03-24,140.0,AAPL,Call,1.08,0.15467999999999998,135.720001,0.09582477754962354,0.1572002210117558,-0.0025202210117558077,0.016293127823608793
4326,2017-02-17,2017-03-24,145.0,AAPL,Call,0.32,0.17028,135.720001,0.09582477754962354,0.1628351539596565,0.0074448460403434835,0.04372120061277592
4329,2017-02-17,2017-03-03,124.0,AAPL,Put,0.08,0.24996999999999997,135.720001,0.038329911019849415,0.24999814215283772,-2.8142152837751233e-05,0.00011258212120554961
4331,2017-02-17,2017-03-03,126.0,AAPL,Put,0.1,0.21871999999999997,135.720001,0.038329911019849415,0.2218396067041594,-0.003119606704159422,0.014263015289682802
4334,2017-02-17,2017-03-03,129.0,AAPL,Put,0.2,0.18299,135.720001,0.038329911019849415,0.19182311599684065,-0.00883311599684064,0.048271031186625714
4335,2017-02-17,2017-03-03,130.0,AAPL,Put,0.26,0.18941,135.720001,0.038329911019849415,0.18239514231812112,0.007014857681878872,0.03703530796620491
4339,2017-02-17,2017-03-03,134.0,AAPL,Put,0.96,0.15545,135.720001,0.038329911019849415,0.16060732735559452,-0.005157327355594515,0.033176760087452656
4348,2017-02-17,2017-03-10,124.0,AAPL,Put,0.13,0.21871999999999997,135.720001,0.057494866529774126,0.2234880363186667,-0.004768036318666735,0.02179972713362626
4349,2017-02-17,2017-03-10,125.0,AAPL,Put,0.14,0.21659,135.720001,0.057494866529774126,0.21041163343927435,0.006178366560725651,0.02852563165762801
4356,2017-02-17,2017-03-10,132.0,AAPL,Put,0.77,0.16095,135.720001,0.057494866529774126,0.16759853575767172,-0.006648535757671714,0.04130808175005725
4358,2017-02-17,2017-03-10,134.0,AAPL,Put,1.35,0.15711,135.720001,0.057494866529774126,0.16389792813155732,-0.006787928131557319,0.04320494005192107
4360,2017-02-17,2017-03-10,136.0,AAPL,Put,2.23,0.16354000000000002,135.720001,0.057494866529774126,0.1621852680189725,0.0013547319810275071,0.008283795897196447
4362,2017-02-17,2017-03-10,138.0,AAPL,Put,3.5,0.16145,135.720001,0.057494866529774126,0.16814442416055278,-0.00669442416055277,0.041464380059168596
4382,2017-02-17,2017-03-24,135.0,AAPL,Put,2.33,0.16118,135.720001,0.09582477754962354,0.1618287101501996,-0.0006487101501995995,0.004024755864248664
4387,2017-02-17,2017-03-24,140.0,AAPL,Put,5.76,0.19229000000000002,135.720001,0.09582477754962354,0.18953039843683722,0.0027596015631627946,0.014351248443303315
4395,2017-02-17,2017-04-21,130.0,AAPL,Put,1.52,0.17010999999999998,135.720001,0.17248459958932238,0.16974633521668803,0.0003636647833119566,0.0021378213115746084
4402,2017-02-17,2017-05-19,140.0,AAPL,Call,3.35,0.1922,135.720001,0.24914442162902123,0.18759252211561037,0.0046074778843896436,0.023972309492141745
4403,2017-02-17,2017-05-19,145.0,AAPL,Call,1.86,0.19369,135.720001,0.24914442162902123,0.1859187395800145,0.007771260419985493,0.04012215612569308
4404,2017-02-17,2017-05-19,125.0,AAPL,Put,1.7,0.21871999999999997,135.720001,0.24914442162902123,0.21275170375598335,0.005968296244016624,0.027287382242212076
4413,2017-02-17,2017-06-16,145.0,AAPL,Call,2.36,0.17693,135.720001,0.3258042436687201,0.18155790671315994,-0.004627906713159935,0.026156710072683744
4423,2017-02-17,2017-07-21,145.0,AAPL,Call,3.2,0.19166,135.720001,0.4216290212183436,0.18632347230002372,0.005336527699976279,0.027843721694543876
4426,2017-02-17,2017-07-21,135.0,AAPL,Put,6.56,0.20447,135.720001,0.4216290212183436,0.2014367421649057,0.0030332578350943107,0.014834732895262437
4435,2017-02-17,2017-10-20,130.0,AAPL,Put,7.15,0.23299,135.720001,0.6707734428473648,0.2293953566340552,0.0035946433659448107,0.015428316090582475
4444,2017-02-17,2017-11-17,125.0,AAPL,Put,6.2,0.24973,135.720001,0.7474332648870636,0.2432706477076855,0.0064593522923145075,0.025865343740497766
4464,2017-02-17,2018-06-15,125.0,AAPL,Put,10.29,0.26568,135.720001,1.322381930184805,0.2590677079682432,0.006612292031756839,0.024888181390232002
4466,2017-02-17,2018-06-15,135.0,AAPL,Put,14.52,0.25589,135.720001,1.322381930184805,0.24822312462402615,0.007666875375973853,0.029961606065003917
4490,2017-02-17,2017-02-24,35.0,AMAT,Call,0.79,0.17748,35.669998,0.019164955509924708,0.18279837783633315,-0.005318377836333155,0.029966068494101616
4491,2017-02-17,2017-02-24,35.5,AMAT,Call,0.45,0.17647000000000002,35.669998,0.019164955509924708,0.18146698425396168,-0.004996984253961667,0.028316338493577755
4492,2017-02-17,2017-02-24,36.0,AMAT,Call,0.22,0.1847,35.669998,0.019164955509924708,0.18189166456218875,0.0028083354378112546,0.015204848066113993
4496,2017-02-17,2017-02-24,38.0,AMAT,Call,0.02,0.26044,35.669998,0.019164955509924708,0.2573199160744053,0.0031200839255947077,0.011980048861905651
4504,2017-02-17,2017-02-24,35.0,AMAT,Put,0.14,0.19022,35.669998,0.019164955509924708,0.19834003052132548,-0.008120030521325483,0.04268757502536791
4506,2017-02-17,2017-02-24,36.0,AMAT,Put,0.56,0.18615,35.669998,0.019164955509924708,0.18912911192736712,-0.0029791119273671063,0.016003824482229954
4516,2017-02-17,2017-03-03,35.0,AMAT,Call,0.95,0.20347,35.669998,0.038329911019849415,0.19797014574711636,0.005499854252883657,0.027030295635148457
4518,2017-02-17,2017-03-03,36.0,AMAT,Call,0.4,0.19141,35.669998,0.038329911019849415,0.1952584806526989,-0.00384848065269891,0.0201059539872468
4527,2017-02-17,2017-03-10,34.5,AMAT,Call,1.43,0.19596,35.669998,0.057494866529774126,0.20393701737359454,-0.007977017373594547,0.04070737586035184
4533,2017-02-17,2017-03-10,37.5,AMAT,Call,0.14,0.1984,35.669998,0.057494866529774126,0.20194645545871218,-0.0035464554587121833,0.017875279529799313
4534,2017-02-17,2017-03-10,38.0,AMAT,Call,0.07,0.20087,35.669998,0.057494866529774126,0.19442450734472075,0.006445492655279245,0.03208788099407201
4548,2017-02-17,2017-03-24,37.0,AMAT,Call,0.37,0.20114,35.669998,0.09582477754962354,0.19484038786351882,0.0062996121364811974,0.031319539308348396
4550,2017-02-17,2017-03-24,38.0,AMAT,Call,0.18,0.19891,35.669998,0.09582477754962354,0.1982669838019063,0.0006430161980937044,0.0032326992011145962
4551,2017-02-17,2017-03-24,38.5,AMAT,Call,0.14,0.20958000000000002,35.669998,0.09582477754962354,0.20806779402004633,0.0015122059799536902,0.0072154116802829
4557,2017-02-17,2017-03-03,35.0,AMAT,Put,0.3,0.21871999999999997,35.669998,0.038329911019849415,0.20883750866594794,0.00988249133405203,0.04518329980821155
4558,2017-02-17,2017-03-03,35.5,AMAT,Put,0.45,0.19965,35.669998,0.038329911019849415,0.19206903927666436,0.007580960723335639,0.03797125330997064
4559,2017-02-17,2017-03-03,36.0,AMAT,Put,0.72,0.20064,35.669998,0.038329911019849415,0.19411793494685037,0.006522065053149645,0.032506305089461944
4571,2017-02-17,2017-03-17,35.0,AMAT,Put,0.54,0.21871999999999997,35.669998,0.07665982203969883,0.2147154501196204,0.004004549880379571,0.018309024690835642
4582,2017-02-17,2017-03-24,36.0,AMAT,Put,1.1,0.21156,35.669998,0.09582477754962354,0.21143869851923816,0.00012130148076183733,0.0005733668026178736
4590,2017-02-17,2017-04-21,37.0,AMAT,Call,0.81,0.22336999999999999,35.669998,0.17248459958932238,0.2264040277643509,-0.0030340277643509106,0.013582968905183825
4591,2017-02-17,2017-04-21,38.0,AMAT,Call,0.47,0.21511999999999998,35.669998,0.17248459958932238,0.21498994970351992,0.0001300502964800554,0.0006045476779474498
4593,2017-02-17,2017-04-21,33.0,AMAT,Put,0.44,0.2488,35.669998,0.17248459958932238,0.24514719127767304,0.0036528087223269556,0.0146817070833077
4595,2017-02-17,2017-04-21,35.0,AMAT,Put,1.0,0.21871999999999997,35.669998,0.17248459958932238,0.22576557586357632,-0.007045575863576348,0.03221276455548806
4596,2017-02-17,2017-04-21,36.0,AMAT,Put,1.47,0.21871999999999997,35.669998,0.17248459958932238,0.22167350694917615,-0.0029535069491761767,0.013503597975384862
4605,2017-02-17,2017-07-21,38.0,AMAT,Call,1.37,0.24996999999999997,35.669998,0.4216290212183436,0.24412662992099038,0.005843370079009591,0.023376285470294803
4607,2017-02-17,2017-07-21,33.0,AMAT,Put,1.34,0.28539000000000003,35.669998,0.4216290212183436,0.27874181838103296,0.006648181618967075,0.023295075577164842
4609,2017-02-17,2017-07-21,35.0,AMAT,Put,1.96,0.24829,35.669998,0.4216290212183436,0.2532357987327552,-0.004945798732755191,0.019919443927484758
4662,2017-02-17,2017-03-17,85.0,ACGL,Put,0.3,0.2741,94.019997,0.07665982203969883,0.27727266085153796,-0.003172660851537945,0.011574829812250803
4667,2017-02-17,2017-06-16,100.0,ACGL,Call,0.7,0.11667999999999999,94.019997,0.3258042436687201,0.12030168140501109,-0.0036216814050110957,0.03103943610739712
4682,2017-02-17,2017-08-18,17.0,APLP,Call,2.78,0.46285,17.9,0.49828884325804246,0.46631370910796766,-0.003463709107967672,0.007483437631992378
4692,2017-02-17,2017-06-16,20.0,ACAT,Call,0.05,0.10189,18.549999,0.3258042436687201,0.09943609661559237,0.002453903384407624,0.02408384909615884
4709,2017-02-17,2017-03-17,17.0,ARCC,Put,0.15,0.21335,17.66,0.07665982203969883,0.20774679009625024,0.005603209903749767,0.02626299462737177
4710,2017-02-17,2017-03-17,18.0,ARCC,Put,0.74,0.27933,17.66,0.07665982203969883,0.2833063345137849,-0.003976334513784874,0.014235257629989164
4724,2017-02-17,2017-06-16,12.0,ARRY,Put,2.3,0.74497,11.37,0.3258042436687201,0.7505479396819462,-0.005577939681946198,0.007487468867130485
4727,2017-02-17,2017-07-21,11.0,ARRY,Put,2.05,0.78663,11.37,0.4216290212183436,0.7827046707044912,0.003925329295508817,0.004990057963094234
4732,2017-02-17,2018-01-19,12.0,ARRY,Call,2.8,0.69816,11.37,0.919917864476386,0.703517876766073,-0.005357876766073022,0.007674282064387851
4762,2017-02-17,2017-09-15,35.0,ARTNA,Call,0.72,0.17442,32.389998999999996,0.5749486652977412,0.1658398024787824,0.00858019752121758,0.049192738913069495
4767,2017-02-17,2017-09-15,5.0,ASNA,Call,0.95,0.59241,5.11,0.5749486652977412,0.5853196659277513,0.007090334072248683,0.01196862657998461
4778,2017-02-17,2017-03-17,125.0,ASML,Call,3.6,0.17315,126.879997,0.07665982203969883,0.18117741379480679,-0.008027413794806787,0.04636103837601378
4780,2017-02-17,2017-03-17,135.0,ASML,Call,0.37,0.18784,126.879997,0.07665982203969883,0.18454378346478906,0.0032962165352109496,0.01754800114571417
4783,2017-02-17,2017-03-17,125.0,ASML,Put,1.85,0.20415,126.879997,0.07665982203969883,0.19454032455314765,0.009609675446852345,0.047071640689945356
4787,2017-02-17,2017-04-21,130.0,ASML,Call,2.8,0.18764,126.879997,0.17248459958932238,0.19426079036025978,-0.006620790360259782,0.035284536134405145
4789,2017-02-17,2017-04-21,115.0,ASML,Put,1.25,0.24996999999999997,126.879997,0.17248459958932238,0.2588794397388555,-0.008909439738855551,0.03564203599974218
4790,2017-02-17,2017-04-21,120.0,ASML,Put,2.35,0.24983000000000002,126.879997,0.17248459958932238,0.2495952721298873,0.000234727870112722,0.0009395503747056877
4792,2017-02-17,2017-04-21,130.0,ASML,Put,6.8,0.24996999999999997,126.879997,0.17248459958932238,0.24255396985073685,0.00741603014926312,0.02966768071873873
4805,2017-02-17,2018-01-19,120.0,ASML,Put,10.79,0.31184,126.879997,0.919917864476386,0.3023964366925825,0.009443563307417524,0.030283361042257324
4828,2017-02-17,2017-03-17,65.0,ASTE,Put,1.05,0.41591999999999996,70.449997,0.07665982203969883,0.40600517933387525,0.009914820666124702,0.023838287810455622
4847,2017-02-17,2017-09-15,15.0,ATRA,Put,3.6,0.85869,15.6,0.5749486652977412,0.8619004283367114,-0.0032104283367114794,0.0037387512801028075
4887,2017-02-17,2017-03-17,125.0,ATHN,Call,1.3,0.26754,118.959999,0.07665982203969883,0.260865238649406,0.006674761350594027,0.024948648241735916
4912,2017-02-17,2017-06-16,110.0,ATHN,Call,14.4,0.34865,118.959999,0.3258042436687201,0.3505257572884704,-0.0018757572884703921,0.005380058191511235
4914,2017-02-17,2017-06-16,120.0,ATHN,Call,8.1,0.30464,118.959999,0.3258042436687201,0.31366928279787626,-0.009029282797876237,0.02963918985647399
4915,2017-02-17,2017-06-16,125.0,ATHN,Call,6.4,0.32091,118.959999,0.3258042436687201,0.3255134545211068,-0.004603454521106831,0.014345001779647974
4921,2017-02-17,2017-06-16,130.0,ATHN,Put,15.9,0.3463,118.959999,0.3258042436687201,0.33695390139050607,0.009346098609493925,0.02698844530607544
4923,2017-02-17,2017-09-15,120.0,ATHN,Call,11.6,0.33261999999999997,118.959999,0.5749486652977412,0.331834710259592,0.0007852897404079795,0.0023609215934338873
4925,2017-02-17,2017-09-15,130.0,ATHN,Call,8.3,0.33544,118.959999,0.5749486652977412,0.3453545076335115,-0.009914507633511482,0.029556724402311836
4927,2017-02-17,2017-09-15,115.0,ATHN,Put,11.0,0.37679,118.959999,0.5749486652977412,0.3700734429970068,0.006716557002993229,0.017825730520961883
4935,2017-02-17,2018-01-19,110.0,ATHN,Put,12.25,0.37863,118.959999,0.919917864476386,0.3810635341320641,-0.002433534132064097,0.00642720896934764
4946,2017-02-17,2017-03-17,22.5,ABY,Call,0.25,0.28099,21.309998999999998,0.07665982203969883,0.28312728830856343,-0.002137288308563412,0.007606278901610064
4961,2017-02-17,2017-03-17,55.0,AAWW,Put,3.0,0.38491,53.700001,0.07665982203969883,0.38410603176444735,0.0008039682355526212,0.0020887174548663875
4975,2017-02-17,2017-08-18,55.0,AAWW,Put,6.6,0.38395999999999997,53.700001,0.49828884325804246,0.3938197014065472,-0.009859701406547239,0.02567898064003344
4982,2017-02-17,2017-06-16,30.0,TEAM,Call,2.0,0.30291999999999997,29.889999,0.3258042436687201,0.2983706348990695,0.004549365100930458,0.015018371520303903
5072,2017-02-17,2017-03-17,90.0,ADP,Put,0.1,0.21836999999999998,99.68,0.07665982203969883,0.2160325647574141,0.0023374352425858946,0.010704012650940582
5093,2017-02-17,2017-08-18,100.0,ADP,Call,3.78,0.14302,99.68,0.49828884325804246,0.13592576033761053,0.007094239662389479,0.04960313006844832
5095,2017-02-17,2017-08-18,90.0,ADP,Put,2.25,0.21871999999999997,99.68,0.49828884325804246,0.22283295965691421,-0.004112959656914245,0.01880468021632336
5097,2017-02-17,2017-08-18,95.0,ADP,Put,3.64,0.21648,99.68,0.49828884325804246,0.21090972645291195,0.005570273547088056,0.02573112318499656
5105,2017-02-17,2018-01-19,105.0,ADP,Call,4.4,0.16844,99.68,0.919917864476386,0.1675186575927598,0.0009213424072402054,0.0054698551842804885
5113,2017-02-17,2019-01-18,92.5,ADP,Call,10.85,0.11406,99.68,1.9164955509924708,0.11325971551977992,0.0008002844802200704,0.007016346486235932
5134,2017-02-17,2017-08-18,60.0,AVXS,Call,9.0,0.56315,59.150002,0.49828884325804246,0.5614398876278296,0.001710112372170447,0.0030366907079294094
5144,2017-02-17,2017-03-17,33.0,CAR,Call,2.06,0.43768,33.759997999999996,0.07665982203969883,0.4465111614299514,-0.008831161429951384,0.020177210359055436
5147,2017-02-17,2017-03-17,36.0,CAR,Call,0.68,0.39661,33.759997999999996,0.07665982203969883,0.4013245995833168,-0.00471459958331677,0.011887243345646276
5153,2017-02-17,2017-03-17,35.0,CAR,Put,2.25,0.41915,33.759997999999996,0.07665982203969883,0.411301342639746,0.00784865736025403,0.018725175617926828
5160,2017-02-17,2017-05-19,35.0,CAR,Call,2.65,0.47115,33.759997999999996,0.24914442162902123,0.4707200803089425,0.00042991969105748984,0.0009124900584898437
5171,2017-02-17,2017-08-18,35.0,CAR,Call,4.1,0.48507,33.759997999999996,0.49828884325804246,0.48366255219342913,0.0014074478065708718,0.0029015354620382044
5173,2017-02-17,2017-08-18,37.0,CAR,Call,3.2,0.46246000000000004,33.759997999999996,0.49828884325804246,0.4650513633045522,-0.0025913633045521745,0.005603432306690685
5178,2017-02-17,2017-08-18,35.0,CAR,Put,5.0,0.45918000000000003,33.759997999999996,0.49828884325804246,0.4570044143198381,0.0021755856801619067,0.004737980051748566
5205,2017-02-17,2017-05-19,7.5,AXTI,Call,0.75,0.5524899999999999,7.35,0.24914442162902123,0.5556666629782363,-0.0031766629782363776,0.005749720317537653
5221,2017-02-17,2018-01-19,60.0,BEAV,Put,1.7,0.13333,62.830002,0.919917864476386,0.12807790134982977,0.005252098650170234,0.03939172466939349
5239,2017-02-17,2017-02-24,170.0,BIDU,Put,0.52,0.48171,185.169998,0.019164955509924708,0.4727370104727369,0.008972989527263109,0.01862736818264746
5241,2017-02-17,2017-02-24,175.0,BIDU,Put,1.2,0.46096000000000004,185.169998,0.019164955509924708,0.4636888973560485,-0.0027288973560484764,0.005920030709928142
5246,2017-02-17,2017-02-24,187.5,BIDU,Put,6.27,0.4822,185.169998,0.019164955509924708,0.4888641256699309,-0.006664125669930909,0.013820252322544399
5261,2017-02-17,2017-03-03,192.5,BIDU,Call,2.5,0.35548,185.169998,0.038329911019849415,0.36480752126616417,-0.009327521266164152,0.02623922939733361
5263,2017-02-17,2017-03-03,197.5,BIDU,Call,1.46,0.37605,185.169998,0.038329911019849415,0.37362980981837,0.0024201901816299776,0.006435820187820709
5264,2017-02-17,2017-03-03,200.0,BIDU,Call,0.97,0.37051999999999996,185.169998,0.038329911019849415,0.3626340567694388,0.007885943230561188,0.021283448209438595
5273,2017-02-17,2017-03-10,187.5,BIDU,Call,4.65,0.31874,185.169998,0.057494866529774126,0.32081501204395346,-0.002075012043953439,0.006510045943256068
5276,2017-02-17,2017-03-10,195.0,BIDU,Call,2.18,0.32785,185.169998,0.057494866529774126,0.31941094849905577,0.008439051500944206,0.025740587161641622
5293,2017-02-17,2017-03-24,182.5,BIDU,Call,7.7,0.27449,185.169998,0.09582477754962354,0.2743201566026821,0.00016984339731790365,0.0006187598721917142
5294,2017-02-17,2017-03-24,185.0,BIDU,Call,6.6,0.27816,185.169998,0.09582477754962354,0.28321645446417426,-0.005056454464174243,0.01817822283640438
5296,2017-02-17,2017-03-24,190.0,BIDU,Call,4.45,0.27946,185.169998,0.09582477754962354,0.28285216220804044,-0.00339216220804045,0.012138274558221035
5300,2017-02-17,2017-03-24,200.0,BIDU,Call,1.73,0.27685,185.169998,0.09582477754962354,0.2802758263705983,-0.003425826370598295,0.012374305113232058
5301,2017-02-17,2017-03-24,202.5,BIDU,Call,1.35,0.27886,185.169998,0.09582477754962354,0.2815778763549371,-0.0027178763549370877,0.009746382969723473
5313,2017-02-17,2017-03-10,170.0,BIDU,Put,1.16,0.34052,185.169998,0.057494866529774126,0.3471258011630207,-0.00660580116302073,0.019399157650125485
5323,2017-02-17,2017-03-17,175.0,BIDU,Put,2.52,0.32511999999999996,185.169998,0.07665982203969883,0.32063456068790974,0.0044854393120902225,0.013796257726655459
5330,2017-02-17,2017-03-24,170.0,BIDU,Put,1.83,0.31751999999999997,185.169998,0.09582477754962354,0.31731974865999,0.00020025134000994926,0.0006306731544782983
5335,2017-02-17,2017-03-24,182.5,BIDU,Put,5.4,0.29211,185.169998,0.09582477754962354,0.29478836979205814,-0.002678369792058155,0.009169045195502226
